timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
115076434,-0.09890087,0.098532535,0.06923566,0.0
115276952,-0.1029775,0.09638221,0.069803335,0.0
115476295,-0.14800131,0.04971549,0.06486281,0.0
115676965,-0.17168052,0.025283124,0.052017715,0.0
115877098,-0.18774132,-0.015214523,0.0360287,0.0
116076485,-0.19719501,-0.038502462,0.02044276,0.0
116276462,-0.2053032,-0.055098463,0.007091173,0.0
116476996,-0.21447667,-0.06619905,-0.0027830466,0.0
116676896,-0.22229335,-0.07246149,-0.009047248,0.0
116876617,-0.23020151,-0.075107045,-0.013032893,0.0
117076809,-0.23757726,-0.0771686,-0.016099112,0.0
117276291,-0.24183181,-0.07848864,-0.01897465,0.0
117477070,-0.24496733,-0.0807227,-0.021942388,0.0
117676737,-0.24642183,-0.08311987,-0.025710516,0.0
117876548,-0.2488184,-0.08419174,-0.028905613,0.0
118076398,-0.24898945,-0.085792065,-0.03233291,0.0
118276347,-0.2492256,-0.08750166,-0.035865884,0.0
118476990,-0.24935405,-0.08895962,-0.03933639,0.0
118676973,-0.2498265,-0.08862412,-0.04179124,0.0
118876717,-0.24699658,-0.092221595,-0.05648005,0.0
119076642,-0.23986636,-0.10005875,-0.07822476,0.0
119277715,-0.2361889,-0.10366218,-0.1004881,0.0
119477015,-0.23371263,-0.107529454,-0.120256364,0.0
119676870,-0.23203546,-0.10996584,-0.13644244,0.0
119877018,-0.23020026,-0.11236889,-0.14618671,0.0
120077133,-0.2288914,-0.11334822,-0.14681752,0.0
120276690,-0.22687037,-0.103137985,-0.13892952,0.0
120476847,-0.19548756,-0.051994026,-0.11744102,0.0
120677049,-0.17733456,-0.013902401,-0.09058166,0.0
120876559,-0.16321367,0.016056718,-0.051289447,0.0
121077300,-0.15169542,0.037604164,-0.008475983,0.0
121277186,-0.14268158,0.05528357,0.03384692,0.0
121477028,-0.13623661,0.06903539,0.07248874,0.0
121677317,-0.13055545,0.078885145,0.10462233,0.0
121877078,-0.1262253,0.08671306,0.12536827,0.0
122076888,-0.12548481,0.09425017,0.13040817,0.0
122277220,-0.12189444,0.09817914,0.12085672,0.0
122477390,-0.11958943,0.104527935,0.1090224,0.0
122672350,-0.12111868,0.100552544,0.10192187,0.0
