timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
95672666,95671664,1310988,-0.73123634,-0.22932109,-9.469485,25.0,0,0,0,0,1
96669068,96668042,1310988,-0.90041685,0.018306518,-9.8227825,25.0,0,0,0,0,1
97672584,97672185,1310988,-0.3787707,-0.12494035,-9.726467,25.0,0,0,0,0,1
98668671,98668273,1310988,-0.19648686,-0.1598455,-9.449796,25.0,0,0,0,0,1
99672188,99671798,1310988,-0.41834274,-0.119222656,-9.735043,25.0,0,0,0,0,1
100669169,100668217,1310988,-1.1486752,-0.31575784,-10.460988,25.0,0,0,0,0,1
101672284,101671843,1310988,-1.3336779,-0.07555299,-9.728531,25.0,0,0,0,0,1
102674159,102671935,1310988,-1.4942002,-0.16835125,-9.561612,25.0,0,0,0,0,1
103669324,103668254,1310988,-0.92360854,-0.3900647,-9.456533,25.0,0,0,0,0,1
104672891,104672496,1310988,-1.3398912,0.3201435,-9.447691,25.0,0,0,0,0,1
105673176,105672111,1310988,-1.4342178,-0.41126272,-8.189395,25.0,0,0,0,0,1
106673027,106672621,1310988,-0.800884,-0.12296956,-9.714943,25.0,0,0,0,0,1
107669546,107668423,1310988,-1.19944,-0.06936749,-9.383461,25.0,0,0,0,0,1
108668737,108668334,1310988,-1.0492637,-0.3142477,-10.226501,25.0,0,0,0,0,1
109672456,109672007,1310988,-0.749649,0.15169385,-9.723179,25.0,0,0,0,0,1
110668644,110668249,1310988,-1.2035939,-0.43150377,-9.610647,25.0,0,0,0,0,1
111672650,111672253,1310988,-1.2272941,0.12745939,-9.480898,25.0,0,0,0,0,1
112668904,112668503,1310988,-1.1538856,-0.15942459,-9.767705,25.0,0,0,0,0,1
113673095,113672085,1310988,-0.9354817,0.037104756,-9.841544,25.0,0,0,0,0,1
114664701,114664306,1310988,-0.56356186,-0.17803113,-9.305678,25.0,0,0,0,0,1
115669278,115668799,1310988,-0.90869445,-0.1478071,-7.3175435,25.0,0,0,0,0,1
116675359,116672968,1310988,-0.7022182,-0.13344572,-7.9214983,25.0,0,0,0,0,1
117670998,117668618,1310988,-0.9723633,-0.24907301,-7.7189493,25.0,0,0,0,0,1
118669250,118668803,1310988,-0.5196869,-0.07484736,-8.779183,25.0,0,0,0,0,1
119675145,119672759,1310988,-0.68572754,-0.32108402,-8.615924,25.0,0,0,0,0,1
120673393,120672948,1310988,-0.16481006,-0.43005702,-13.130505,25.0,0,0,0,0,1
121671521,121669356,1310988,-0.29025456,-0.19830899,-12.668822,25.0,0,0,0,0,1
122672706,122672304,1310988,-0.22742328,0.07922649,-11.974605,25.0,0,0,0,0,1
123672898,123672463,1310988,-0.12995867,-0.12652877,-8.874623,25.0,0,0,0,0,1
124669670,124669266,1310988,0.10946611,-0.15270205,-6.8517785,25.0,0,0,0,0,1
125671562,125669210,1310988,0.033403948,-0.018342033,-9.98266,25.0,0,0,0,0,1
126674347,126673388,1310988,0.053098712,0.010279945,-10.387159,25.0,0,0,0,0,1
127673664,127673249,1310988,-0.94053197,0.17924573,-9.6679125,25.0,0,0,0,0,1
128669817,128669417,1310988,-0.8418478,-0.59230363,-9.543667,25.0,0,0,0,0,1
129673961,129673449,1310988,-1.0299469,0.114892244,-9.369789,25.0,0,0,0,0,1
130673745,130673346,1310988,-0.9977571,-0.37264705,-9.444627,25.0,0,0,0,0,1
131669393,131668972,1310988,-0.9614938,-0.009889674,-9.878655,25.0,0,0,0,0,1
132669356,132668947,1310988,-0.6250109,-0.30588472,-9.062464,25.0,0,0,0,0,1
133675215,133674167,1310988,-1.0668632,-0.14594463,-9.358307,25.0,0,0,0,0,1
134673308,134672912,1310988,-1.2414746,-0.027275328,-10.111232,25.0,0,0,0,0,1
135670168,135669684,1310988,-1.3457214,-0.13009325,-12.86218,25.0,0,0,0,0,1
136670408,136669020,1310988,-1.1635976,-0.037592247,-9.082635,25.0,0,0,0,0,1
137676074,137673754,1310988,-0.99421215,-0.24336198,-8.852154,25.0,0,0,0,0,1
138670449,138669094,1310988,-1.051377,-0.27499327,-7.5710254,25.0,0,0,0,0,1
139670035,139669525,1310988,-0.845698,-0.17768848,-9.069878,25.0,0,0,0,0,1
140674943,140673871,1310988,-0.3841089,-0.34683996,-9.427257,25.0,0,0,0,0,1
141666169,141665760,1310988,-0.2068019,-0.2646586,-9.397614,25.0,0,0,0,0,1
142670359,142669962,1310988,-0.31147966,-0.35708028,-9.890462,25.0,0,0,0,0,1
143666873,143666359,1310988,-0.5597749,-0.0715612,-11.047833,25.0,0,0,0,0,1
144675900,144673376,1310988,-0.5265524,-0.023084302,-9.600139,25.0,0,0,0,0,1
145665836,145665400,1310988,-0.7361461,-0.28649512,-8.800781,25.0,0,0,0,0,1
146666030,146665638,1310988,-1.0599174,0.09405579,-9.355965,25.0,0,0,0,0,1
147671590,147670205,1310988,-1.3756082,-0.5604803,-9.566735,25.0,0,0,0,0,1
148670454,148670039,1310988,-0.93968195,0.09465859,-8.904612,25.0,0,0,0,0,1
149666404,149666005,1310988,-0.84861124,-0.44452918,-9.4464,25.0,0,0,0,0,1
150670696,150670292,1310988,-1.0596527,-0.098536246,-9.136295,25.0,0,0,0,0,1
151674554,151674159,1310988,-0.8982578,-0.24219163,-8.728649,25.0,0,0,0,0,1
152670627,152670201,1310988,-1.2663313,-0.14642584,-9.193612,25.0,0,0,0,0,1
153671179,153670247,1310988,-0.86385554,-0.16034772,-9.925292,25.0,0,0,0,0,1
154667350,154666213,1310988,-1.3272107,-0.19364867,-9.263426,25.0,0,0,0,0,1
155674422,155673978,1310988,-1.0449159,-0.13965543,-9.398706,25.0,0,0,0,0,1
156671415,156670416,1310988,-1.0947082,-0.2918934,-9.348547,25.0,0,0,0,0,1
157670822,157670418,1310988,-1.42681,0.10398867,-9.238392,25.0,0,0,0,0,1
158670942,158670056,1310988,-1.2749189,-0.065378346,-9.062231,25.0,0,0,0,0,1
159670682,159670279,1310988,-0.93779844,-0.26786995,-9.757495,25.0,0,0,0,0,1
160670958,160670553,1310988,-1.2687813,-0.03740791,-9.430615,25.0,0,0,0,0,1
161670963,161670453,1310988,-0.53111464,-0.2074442,-9.613215,25.0,0,0,0,0,1
162668903,162667707,1310988,-0.65312994,-0.06025075,-9.820913,25.0,0,0,0,0,1
163670319,163669925,1310988,-1.0775155,-0.50383383,-9.327474,25.0,0,0,0,0,1
164671233,164670787,1310988,-1.1515931,-0.4810226,-9.306086,25.0,0,0,0,0,1
165671956,165670956,1310988,-0.64035016,-0.016215038,-9.622328,25.0,0,0,0,0,1
166670735,166670338,1310988,-1.2476847,0.024840867,-9.462035,25.0,0,0,0,0,1
167671146,167670145,1310988,-1.1813295,-0.09488096,-9.271673,25.0,0,0,0,0,1
168671543,168670426,1310988,-1.2457772,-0.5525109,-9.451442,25.0,0,0,0,0,1
169676217,169675003,1310988,-0.9669025,-0.42771542,-9.736157,25.0,0,0,0,0,1
170671460,170671015,1310988,-0.8935363,-0.5146528,-10.116766,25.0,0,0,0,0,1
171671653,171670756,1310988,-0.5291598,-0.09052129,-9.075618,25.0,0,0,0,0,1
172671329,172670823,1310988,-0.26333722,-0.2504331,-9.964325,25.0,0,0,0,0,1
173671305,173670825,1310988,0.12575227,-0.53169507,-9.734407,25.0,0,0,0,0,1
174663447,174663028,1310988,-0.26835385,-0.3017922,-9.596017,25.0,0,0,0,0,1
175671602,175671206,1310988,0.0027077629,-0.40463862,-10.466215,25.0,0,0,0,0,1
176671385,176670937,1310988,-1.1925642,-0.5279201,-9.645839,25.0,0,0,0,0,1
177672172,177671282,1310988,-1.2129267,0.061056774,-8.948098,25.0,0,0,0,0,1
178669149,178666892,1310988,-0.6393284,-0.39348233,-9.574779,25.0,0,0,0,0,1
179671975,179670820,1310988,-0.81281465,-0.260485,-9.866096,25.0,0,0,0,0,1
180671687,180671268,1310988,-1.1180961,-0.21199588,-9.74099,25.0,0,0,0,0,1
181671861,181671442,1310988,-1.1468862,-0.19605234,-8.86881,25.0,0,0,0,0,1
182672196,182671191,1310988,-1.2093034,-0.40431193,-9.419284,25.0,0,0,0,0,1
183667699,183667262,1310988,-1.1660461,-0.4469839,-9.168174,25.0,0,0,0,0,1
184672570,184671457,1310988,-1.480675,-0.11629333,-9.323497,25.0,0,0,0,0,1
185667981,185667559,1310988,-1.113066,-0.48985755,-8.892295,25.0,0,0,0,0,1
186672375,186671365,1310988,-0.4813357,-0.3595763,-9.264432,25.0,0,0,0,0,1
187667944,187667547,1310988,-1.2106836,-0.62419105,-8.637092,25.0,0,0,0,0,1
188671278,188670835,1310988,-1.0882944,-0.10815307,-9.715897,25.0,0,0,0,0,1
189672439,189671556,1310988,-0.95494765,-0.36287576,-9.699543,25.0,0,0,0,0,1
190668054,190667662,1310988,-0.9264158,-0.18183002,-9.535595,25.0,0,0,0,0,1
191672075,191671680,1310988,-1.3188938,-0.5384835,-9.50292,25.0,0,0,0,0,1
192672485,192671603,1310988,-0.7861736,-0.30751207,-9.390972,25.0,0,0,0,0,1
193671944,193671537,1310988,-0.44716692,-0.13076687,-9.542187,25.0,0,0,0,0,1
194668473,194667522,1310988,-0.38437924,-0.095208146,-9.1447935,25.0,0,0,0,0,1
195672364,195671965,1310988,-0.047502067,-0.05211047,-9.275297,25.0,0,0,0,0,1
196672351,196671901,1310988,-0.23848462,0.11031259,-9.978498,25.0,0,0,0,0,1
197672387,197671955,1310988,-0.15562034,0.1685758,-9.156258,25.0,0,0,0,0,1
198668465,198668016,1310988,0.22414458,-0.30221412,-8.970166,25.0,0,0,0,0,1
199673118,199672008,1310988,-0.5016482,0.046821058,-9.532852,25.0,0,0,0,0,1
200673231,200672155,1310988,-0.27130854,-0.060253553,-10.122124,25.0,0,0,0,0,1
201668265,201667872,1310988,-0.53231055,-0.29394534,-9.379254,25.0,0,0,0,0,1
202672344,202671902,1310988,0.07882163,0.08640519,-9.325891,25.0,0,0,0,0,1
203672385,203671962,1310988,0.18885292,-0.356325,-9.507621,25.0,0,0,0,0,1
204672727,204672331,1310988,-0.11394406,-0.234584,-9.258476,25.0,0,0,0,0,1
205669725,205668531,1310988,-0.25600225,-0.011915649,-9.449363,25.0,0,0,0,0,1
206668780,206668377,1310988,-0.43727377,-0.0314901,-9.9156065,25.0,0,0,0,0,1
207672506,207672111,1310988,-0.21673195,-0.4155517,-9.1378765,25.0,0,0,0,0,1
208668311,208667900,1310988,-0.11116235,-0.27309936,-9.7298565,25.0,0,0,0,0,1
209670033,209668721,1310988,-0.19145307,-0.34413388,-9.279651,25.0,0,0,0,0,1
210673935,210672585,1310988,0.034006875,-0.5759954,-8.78103,25.0,0,0,0,0,1
211672979,211672574,1310988,-0.19729903,-0.7435896,-9.875591,25.0,0,0,0,0,1
212668967,212668541,1310988,0.0603012,-0.26029626,-9.70124,25.0,0,0,0,0,1
213673016,213672543,1310988,0.06688879,-0.68068326,-9.052665,25.0,0,0,0,0,1
214673571,214672690,1310988,-0.17884375,-0.29380637,-10.03593,25.0,0,0,0,0,1
215665860,215664893,1310988,-0.3700095,-0.31683862,-9.0871315,25.0,0,0,0,0,1
216673462,216672897,1310988,-0.41458768,-0.48319077,-9.915617,25.0,0,0,0,0,1
217673219,217672821,1310988,0.15505616,-0.20028326,-9.644036,25.0,0,0,0,0,1
218674517,218672231,1310988,-0.5436918,-0.24878258,-9.596452,25.0,0,0,0,0,1
219665946,219664999,1310988,-0.24366221,-0.48114184,-9.51579,25.0,0,0,0,0,1
220673134,220672259,1310988,-0.46037558,-0.6586964,-9.73573,25.0,0,0,0,0,1
221666384,221665505,1310988,0.28869438,-0.32799497,-9.816953,25.0,0,0,0,0,1
222668973,222668467,1310988,-0.24566162,-0.021402111,-9.975485,25.0,0,0,0,0,1
223669898,223668832,1310988,-0.22307754,-0.6447104,-9.74496,25.0,0,0,0,0,1
224669454,224669059,1310988,-0.17736308,0.18125091,-9.015861,25.0,0,0,0,0,1
225673656,225673251,1310988,-0.34732777,-0.6266716,-9.474973,25.0,0,0,0,0,1
226669387,226668829,1310988,-0.14242195,0.049033947,-9.348017,25.0,0,0,0,0,1
227673408,227673010,1310988,-0.10628591,-0.047487672,-9.529609,25.0,0,0,0,0,1
228673437,228672993,1310988,-0.19695058,-0.2473135,-9.145918,25.0,0,0,0,0,1
229670052,229669251,1310988,-0.36746097,-0.21473497,-9.909022,25.0,0,0,0,0,1
230669072,230668666,1310988,0.20168619,-0.5805832,-9.918505,25.0,0,0,0,0,1
231674141,231673179,1310988,0.044063613,-0.37175015,-9.084616,25.0,0,0,0,0,1
232673693,232673282,1310988,0.114251874,-0.20893916,-9.125457,25.0,0,0,0,0,1
233670326,233669444,1310988,-0.38538596,-0.51164407,-8.935681,25.0,0,0,0,0,1
234669728,234669322,1310988,-0.37338543,-0.36481148,-9.340072,25.0,0,0,0,0,1
235674031,235673165,1310988,-0.12403038,-0.25397497,-9.561276,25.0,0,0,0,0,1
236670732,236669916,1310988,-0.40242848,-0.115138195,-9.587869,25.0,0,0,0,0,1
237670113,237669553,1310988,-0.090808555,-0.05754112,-9.1252165,25.0,0,0,0,0,1
238670158,238669763,1310988,-0.62943023,-0.10356332,-9.708055,25.0,0,0,0,0,1
239674032,239673639,1310988,-0.21155344,-0.19388977,-9.311303,25.0,0,0,0,0,1
240669828,240669393,1310988,-0.059737407,-0.076185144,-9.743136,25.0,0,0,0,0,1
241669981,241669559,1310988,-0.074883774,-0.34751025,-9.06896,25.0,0,0,0,0,1
242674037,242673644,1310988,-0.32445335,-0.27786437,-8.797462,25.0,0,0,0,0,1
243670030,243669593,1310988,0.25242138,-0.5025929,-9.203126,25.0,0,0,0,0,1
244670002,244669489,1310988,-0.2241662,0.035442196,-9.486885,25.0,0,0,0,0,1
245670892,245669978,1310988,-0.28899458,-0.33592266,-9.114067,25.0,0,0,0,0,1
246674162,246673768,1310988,0.10135236,0.010666641,-9.181945,25.0,0,0,0,0,1
247670569,247669689,1310988,-0.15460043,-0.30825368,-9.305913,25.0,0,0,0,0,1
248670817,248669815,1310988,-0.28450504,-0.19209938,-9.1235075,25.0,0,0,0,0,1
249674020,249673225,1310988,-0.18475835,-0.55909103,-9.395098,25.0,0,0,0,0,1
250670788,250670343,1310988,-0.1513751,-0.33263847,-10.083536,25.0,0,0,0,0,1
251666983,251665998,1310988,-0.2774607,-0.7750229,-9.51534,25.0,0,0,0,0,1
252670403,252669956,1310988,-0.08557019,-0.33595434,-9.592302,25.0,0,0,0,0,1
253670678,253670283,1310988,-0.1652242,0.1501452,-9.434272,25.0,0,0,0,0,1
254669904,254669508,1310988,-0.4001286,-0.18124054,-9.430263,25.0,0,0,0,0,1
255670661,255670144,1310988,-0.21041825,-0.35870883,-9.535603,25.0,0,0,0,0,1
256666605,256666169,1310988,-0.2997684,-0.1428256,-9.12225,25.0,0,0,0,0,1
257670497,257670098,1310988,-0.4158364,-0.34861174,-9.460444,25.0,0,0,0,0,1
258670647,258670250,1310988,-0.32605195,-0.20241769,-9.064554,25.0,0,0,0,0,1
259670896,259670387,1310988,-0.4625614,-0.636084,-9.444171,25.0,0,0,0,0,1
260670732,260670332,1310988,0.106059976,-0.4210141,-8.977501,25.0,0,0,0,0,1
261670866,261670463,1310988,-0.3585043,-0.7239375,-11.535461,25.0,0,0,0,0,1
262670323,262669809,1310988,-0.4611983,0.37482074,-15.359526,25.0,0,0,0,0,1
263674876,263674354,1310988,-1.0455257,0.48672265,-12.911676,25.0,0,0,0,0,1
264666761,264666360,1310988,-0.68562454,-0.14511582,-11.581431,25.0,0,0,0,0,1
265671586,265670667,1310988,-0.28392845,-0.13205804,-9.646078,25.0,0,0,0,0,1
266666959,266666511,1310988,-0.17638846,-0.42952207,-9.154095,25.0,0,0,0,0,1
267670996,267670596,1310988,-0.35286504,-0.469549,-9.172073,25.0,0,0,0,0,1
268667829,268666929,1310988,-0.22287215,-0.2314638,-9.128604,25.0,0,0,0,0,1
