timestamp,timestamp_sample,vibe[0],vibe[1],vibe[2],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
39798640,39798004,7.9795996e-08,0.00033440298,0.005273059,0.00086359796,0.01553138,0.01385011,535,0,0.17427114,0.41519597,0.00834513,0.022049686,0.021595553,0.0054623843,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
39994781,39994215,7.400462e-08,0.00032866222,0.0045724586,0.0025630747,0.018977912,0.019943258,535,0,0.17282285,0.4106225,0.099357106,0.017286649,0.024402779,0.0023445704,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
40195016,40194450,7.3973126e-08,0.00033922188,0.0047689294,0.002443753,0.032889716,0.02697898,535,0,0.17328992,0.40493613,0.06526412,0.04208111,0.022556609,0.002893779,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
40402890,40402193,7.818729e-08,0.00034845236,0.0049080653,0.0012012881,0.029713424,0.025895178,535,0,0.17383474,0.39979225,0.09264923,0.027712852,0.018195955,0.007985019,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
40594417,40593844,8.5190415e-08,0.00035391864,0.004279052,0.0020015908,0.03866227,0.035359975,535,0,0.1733866,0.39452958,0.06677478,0.049270328,0.015220177,0.0027660006,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
40794020,40793455,8.913042e-08,0.00036386427,0.005040219,0.0023962457,0.031027546,0.030221965,535,0,0.17301498,0.38971344,0.048784684,0.039962627,0.0045272913,0.00071488286,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
40994300,40993720,8.1438834e-08,0.00035186618,0.0047805444,0.0013320689,0.029042996,0.026305037,535,0,0.17181896,0.3870941,0.10058359,0.039940063,0.022023544,0.00091510173,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
41194984,41194221,7.359022e-08,0.0003350183,0.0047525484,0.0017726865,0.027946332,0.027463136,535,0,0.17162699,0.38073504,0.049168278,0.06146003,0.01397046,0.005604664,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
41398991,41398363,7.161261e-08,0.00032551357,0.0047806688,0.0014469242,0.024624616,0.02381566,535,0,0.1722865,0.37759727,0.0077953376,0.030174669,0.02012697,0.0031579044,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
41602796,41602216,7.337292e-08,0.0003217261,0.004077615,0.0011772028,0.024722645,0.025637278,535,0,0.17282519,0.37688565,0.007219991,0.047872845,0.011150467,0.0066627203,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
41798922,41798235,7.13664e-08,0.00031289677,0.005485516,0.002177741,0.021297066,0.02276892,535,0,0.171654,0.37307093,0.01756274,0.04862894,0.008377915,0.004975889,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
41995688,41994927,6.60985e-08,0.00030735077,0.0053411815,0.0012648826,0.017812885,0.019633936,535,0,0.17140377,0.3700793,0.0033379532,0.036192995,0.018562673,0.0009615829,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
42190998,42190309,6.900565e-08,0.00031593093,0.0049238405,0.0013550896,0.019979754,0.020284915,535,0,0.17118831,0.36730427,0.0011323417,0.038132686,0.012267712,0.00362569,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
42394989,42394134,8.3744794e-08,0.0003311434,0.005235864,0.0017103225,0.017265243,0.016508242,535,0,0.170282,0.3642065,0.048505608,0.020995937,0.01986765,0.002995516,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
42594841,42594149,8.030135e-08,0.000327302,0.004365122,0.0010583833,0.01878459,0.019336063,535,0,0.17025171,0.3638126,0.13190576,0.042910807,0.017960168,0.0035969,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
42794657,42793971,7.130045e-08,0.0003253017,0.0059545524,0.0019952452,0.014803004,0.016420856,535,0,0.17028226,0.3616053,0.13081741,0.016638018,0.007555668,0.007922972,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
42994612,42994002,7.0468694e-08,0.00033137322,0.0052198167,0.0018770179,0.017943036,0.020076098,1049111,0,0.17024033,0.35953492,0.045047008,0.05300061,0.022541463,0.009801444,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
43194826,43194141,6.981554e-08,0.00032486228,0.0052074287,0.0014220132,0.019402964,0.020539917,1049111,0,0.17018883,0.35759836,0.096088946,0.046987195,0.014481611,0.0025844045,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,895,2,1,2,0,2,0,0,0,0,0,0,0
