timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
38770371,0,0,1,0,1,0,1,1,0,1,1,1,1,0
39279367,0,0,1,0,1,0,1,1,0,1,1,1,1,0
39788331,0,0,1,0,1,0,1,1,0,1,1,1,1,0
40299316,0,0,1,0,1,0,1,1,0,1,1,1,1,0
40808350,0,0,1,0,1,0,1,1,0,1,1,1,1,0
41309358,0,0,1,0,1,0,1,1,0,1,1,1,1,0
41688327,0,0,1,0,1,0,1,1,0,1,1,1,1,0
42189350,0,0,1,0,1,0,1,1,0,1,1,1,1,0
42691315,0,0,1,0,1,0,1,1,0,1,1,1,1,0
42825484,1,0,1,0,1,0,1,1,0,1,1,1,1,0
42836329,1,0,1,0,1,0,1,1,0,1,1,1,1,0
43343323,1,0,1,0,1,0,1,1,0,1,1,1,1,0
43850898,1,0,1,0,1,0,1,1,0,1,1,1,1,0
44361360,1,0,1,0,1,0,1,1,0,1,1,1,1,0
44872359,1,0,1,0,1,0,1,1,0,1,1,1,1,0
45381318,1,0,1,0,1,0,1,1,0,1,1,1,1,0
45891319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
46391365,1,0,1,0,1,0,1,1,0,1,1,1,1,0
46901351,1,0,1,0,1,0,1,1,0,1,1,1,1,0
47408377,1,0,1,0,1,0,1,1,0,1,1,1,1,0
47918752,1,0,1,0,1,0,1,1,0,1,1,1,1,0
48427482,1,0,1,0,1,0,1,1,0,1,1,1,1,0
48936320,1,0,1,0,1,0,1,1,0,1,1,1,1,0
49436393,1,0,1,0,1,0,1,1,0,1,1,1,1,0
49947365,1,0,1,0,1,0,1,1,0,1,1,1,1,0
50447486,1,0,1,0,1,0,1,1,0,1,1,1,1,0
50959703,1,0,1,0,1,0,1,1,0,1,1,1,1,0
51468372,1,0,1,0,1,0,1,1,0,1,1,1,1,0
51979826,1,0,1,0,1,0,1,1,0,1,1,1,1,0
52487319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
52995503,1,0,1,0,1,0,1,1,0,1,1,1,1,0
53503364,1,0,1,0,1,0,1,1,0,1,1,1,1,0
54012317,1,0,1,0,1,0,1,1,0,1,1,1,1,0
54518362,1,0,1,0,1,0,1,1,0,1,1,1,1,0
55026315,1,0,1,0,1,0,1,1,0,1,1,1,1,0
55526353,1,0,1,0,1,0,1,1,0,1,1,1,1,0
56035468,1,0,1,0,1,0,1,1,0,1,1,1,1,0
56544319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
57050319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
57559322,1,0,1,0,1,0,1,1,0,1,1,1,1,0
58067359,1,0,1,0,1,0,1,1,0,1,1,1,1,0
58573320,1,0,1,0,1,0,1,1,0,1,1,1,1,0
59080319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
59589323,1,0,1,0,1,0,1,1,0,1,1,1,1,0
60096318,1,0,1,0,1,0,1,1,0,1,1,1,1,0
60604507,1,0,1,0,1,0,1,1,0,1,1,1,1,0
61111486,1,0,1,0,1,0,1,1,0,1,1,1,1,0
61618318,1,0,1,0,1,0,1,1,0,1,1,1,1,0
62124357,1,0,1,0,1,0,1,1,0,1,1,1,1,0
62631875,1,0,1,0,1,0,1,1,0,1,1,1,1,0
63140318,1,0,1,0,1,0,1,1,0,1,1,1,1,0
63648321,1,0,1,0,1,0,1,1,0,1,1,1,1,0
64156327,1,0,1,0,1,0,1,1,0,1,1,1,1,0
64663344,1,0,1,0,1,0,1,1,0,1,1,1,1,0
