timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
27349178,27349131,0.012910128,0.017747242,0.0086616995,0.0,0.0,0.0,0.0,-1.0
27401349,27401302,-0.017184634,-0.008313252,0.0065243724,0.0,0.0,0.0,0.0,-1.0
27449432,27449385,-0.003526339,-0.0050720056,0.0008128757,0.0,0.0,0.0,0.0,-1.0
27501351,27501304,0.0005991948,0.035673145,-0.00093451265,0.0,0.0,0.0,0.0,-1.0
27553753,27553707,0.010619405,0.013741849,0.0024266888,0.0,0.0,0.0,0.0,-1.0
27601635,27601581,-0.009240078,-0.036953222,0.0044148397,0.0,0.0,0.0,0.0,-1.0
27649454,27649408,0.013708587,0.0061541134,0.012302991,0.0,0.0,0.0,0.0,-1.0
27697587,27697541,0.00036140182,-0.025313478,-0.008587136,0.0,0.0,0.0,0.0,-1.0
27753284,27753234,0.006583957,-0.017096326,-0.012877277,0.0,0.0,0.0,0.0,-1.0
27801337,27801290,0.023016911,0.015841648,0.008493361,0.0,0.0,0.0,0.0,-1.0
27849420,27849373,0.01875128,0.0052888445,0.006554852,0.0,0.0,0.0,0.0,-1.0
27901439,27901393,0.0065414454,0.010706664,-0.0053923912,0.0,0.0,0.0,0.0,-1.0
27949732,27949679,0.021911094,-0.0034492288,0.0021252949,0.0,0.0,0.0,0.0,-1.0
28001609,28001562,-0.005333898,0.0049806824,0.0003531609,0.0,0.0,0.0,0.0,-1.0
28049469,28049422,-0.009334091,-0.0036935413,-0.001178143,0.0,0.0,0.0,0.0,-1.0
28101323,28101276,-0.014841288,0.0033282852,-0.011810665,0.0,0.0,0.0,0.0,-1.0
28149434,28149387,-0.0046566734,0.030238476,-0.021779291,0.0,0.0,0.0,0.0,-1.0
28201553,28201507,-0.0140005415,-0.01752295,-0.007070619,0.0,0.0,0.0,0.0,-1.0
28249522,28249475,-0.0012538655,0.0020532748,0.008119631,0.0,0.0,0.0,0.0,-1.0
28300616,28300571,-0.02249931,-0.0032934742,-0.0034864638,0.0,0.0,0.0,0.0,-1.0
28349393,28349347,-0.00040831568,-0.010261441,0.005523368,0.0,0.0,0.0,0.0,-1.0
28397232,28397186,-0.0014342734,-0.0120805735,0.0035624176,0.0,0.0,0.0,0.0,-1.0
28453372,28453326,0.008121832,0.025931874,0.0063350373,0.0,0.0,0.0,0.0,-1.0
28501416,28501369,-0.034346122,0.023230353,0.014572404,0.0,0.0,0.0,0.0,-1.0
28542926,28542880,-0.017352372,-0.015920052,0.019970013,0.0,0.0,0.0,0.0,-1.0
28601253,28601204,0.025565727,-0.009885816,0.010620602,0.0,0.0,0.0,0.0,-1.0
28652907,28652862,0.017901663,-0.040807683,-0.010810272,0.0,0.0,0.0,0.0,-1.0
28701271,28701223,0.011940976,-0.00697675,-0.008995699,0.0,0.0,0.0,0.0,-1.0
28749787,28749740,0.016990392,0.005147902,-0.0009425275,0.0,0.0,0.0,0.0,-1.0
28801046,28801000,-0.020902907,-0.007516894,-0.009129912,0.0,0.0,0.0,0.0,-1.0
28849353,28849306,-0.00028152388,-0.002737427,0.0185131,0.0,0.0,0.0,0.0,-1.0
28901132,28901085,0.0015190832,0.011172216,-0.0040640794,0.0,0.0,0.0,0.0,-1.0
28952898,28952850,0.011041376,-0.022316648,-0.0031582513,0.0,0.0,0.0,0.0,-1.0
29003011,29002964,0.005835941,-0.021251539,-0.0024236902,0.0,0.0,0.0,0.0,-1.0
29049183,29049137,-0.0021017059,0.005837127,-0.012510331,0.0,0.0,0.0,0.0,-1.0
29097538,29097492,0.020470457,-0.012065425,-0.016776288,0.0,0.0,0.0,0.0,-1.0
29153291,29153240,0.03318824,-0.025775712,0.0072873826,0.0,0.0,0.0,0.0,-1.0
29201322,29201270,0.022408376,-0.012507972,-0.00032615062,0.0,0.0,0.0,0.0,-1.0
29249430,29249384,0.0018038217,0.013927407,-0.006716586,0.0,0.0,0.0,0.0,-1.0
29301281,29301232,-0.03550856,-0.01577926,-0.012619915,0.0,0.0,0.0,0.0,-1.0
29349476,29349429,0.010962399,0.025493544,0.005183445,0.0,0.0,0.0,0.0,-1.0
29401440,29401394,-0.009515965,0.000775179,-0.0042859614,0.0,0.0,0.0,0.0,-1.0
29449495,29449447,0.017188994,-0.01586419,0.0041774944,0.0,0.0,0.0,0.0,-1.0
29501388,29501340,-0.023869572,-0.0008237006,0.0011911297,0.0,0.0,0.0,0.0,-1.0
29549562,29549516,-0.00031616568,-0.0004243706,-0.0033232698,0.0,0.0,0.0,0.0,-1.0
29601523,29601477,0.013486277,0.018492673,0.0097440705,0.0,0.0,0.0,0.0,-1.0
29648698,29648650,-0.021309528,0.008983646,-0.010990015,0.0,0.0,0.0,0.0,-1.0
29695151,29695107,-0.005239565,0.008827685,-0.007699205,0.0,0.0,0.0,0.0,-1.0
29749416,29749370,0.00045287216,-0.004574405,-0.0010839378,0.0,0.0,0.0,0.0,-1.0
29797536,29797491,0.023305448,0.014427776,0.0047845296,0.0,0.0,0.0,0.0,-1.0
29849969,29849924,0.00904417,-0.02038186,-0.0069523426,0.0,0.0,0.0,0.0,-1.0
29901370,29901323,0.0064108707,-0.00046119213,-0.007937084,0.0,0.0,0.0,0.0,-1.0
29945415,29945367,-0.00790533,0.02424852,0.0052340287,0.0,0.0,0.0,0.0,-1.0
29993070,29993023,0.000896096,-0.0025170657,-0.0060205623,0.0,0.0,0.0,0.0,-1.0
30041448,30041402,0.03803616,0.09269379,-0.003558901,0.0,0.0,0.0,0.0,-1.0
30100187,30100140,0.012911014,-0.0115602305,-0.003184059,0.0,0.0,0.0,0.0,-1.0
30145261,30145211,-0.0028103697,0.013287395,0.011299951,0.0,0.0,0.0,0.0,-1.0
30197686,30197638,-0.010999069,-0.021310415,0.001243031,0.0,0.0,0.0,0.0,-1.0
30252392,30252345,0.028610047,-0.022757657,0.009869878,0.0,0.0,0.0,0.0,-1.0
30301417,30301372,-0.006237711,0.03293125,0.0034015842,0.0,0.0,0.0,0.0,-1.0
30353208,30353163,-0.033599116,0.0021964444,-0.007479173,0.0,0.0,0.0,0.0,-1.0
30401367,30401320,0.041852277,-0.015397677,0.0033433773,0.0,0.0,0.0,0.0,-1.0
30449375,30449328,0.012285937,0.017447747,0.00019808004,0.0,0.0,0.0,0.0,-1.0
30501064,30501016,-0.0054784412,-0.009715692,0.0023200181,0.0,0.0,0.0,0.0,-1.0
30553493,30553445,0.013283701,0.0045755077,-0.01275747,0.0,0.0,0.0,0.0,-1.0
30601369,30601323,0.005806479,-0.0022280624,0.0031254725,0.0,0.0,0.0,0.0,-1.0
30649376,30649330,0.00478088,0.015332985,-0.008968828,0.0,0.0,0.0,0.0,-1.0
30699086,30699040,-0.0016224298,-0.015060851,0.008309093,0.0,0.0,0.0,0.0,-1.0
30749515,30749469,0.02430893,-0.016789014,0.0026472763,0.0,0.0,0.0,0.0,-1.0
30800833,30800786,-0.0074506574,0.012088564,0.00706473,0.0,0.0,0.0,0.0,-1.0
30849452,30849405,-0.0014805077,0.0029281059,0.0018325727,0.0,0.0,0.0,0.0,-1.0
30901355,30901308,0.006839117,-0.0017339545,0.00399539,0.0,0.0,0.0,0.0,-1.0
30949371,30949324,-0.019382803,0.0051403055,0.014637875,0.0,0.0,0.0,0.0,-1.0
30997635,30997583,0.013487353,0.016196609,0.00043964898,0.0,0.0,0.0,0.0,-1.0
31053473,31053426,0.017034713,0.039954975,0.0010814507,0.0,0.0,0.0,0.0,-1.0
31101436,31101389,-0.007103728,-0.011318283,0.0042791157,0.0,0.0,0.0,0.0,-1.0
31149216,31149169,-0.024032932,-0.006766335,0.0023687966,0.0,0.0,0.0,0.0,-1.0
31197507,31197457,-0.008209554,0.0043701255,-0.0020551658,0.0,0.0,0.0,0.0,-1.0
31249512,31249465,0.010246161,-0.009118551,-0.0023214107,0.0,0.0,0.0,0.0,-1.0
31301382,31301336,0.0079152975,-0.02267539,0.011235006,0.0,0.0,0.0,0.0,-1.0
31349015,31348968,0.009062931,-0.004341675,0.014811069,0.0,0.0,0.0,0.0,-1.0
31401053,31401007,-6.363611e-05,-0.0003982118,0.00057156413,0.0,0.0,0.0,0.0,-1.0
31449381,31449335,-0.008632122,0.0074196397,-0.011068994,0.0,0.0,0.0,0.0,-1.0
31501753,31501707,-0.011198645,-0.0022480472,-0.011290054,0.0,0.0,0.0,0.0,-1.0
31549645,31549592,-0.034018118,0.010706188,-0.010054851,0.0,0.0,0.0,0.0,-1.0
31601877,31601828,0.00081724493,-0.0036066393,0.0028234718,0.0,0.0,0.0,0.0,-1.0
31649209,31649156,-0.011808799,0.006846486,0.00614058,0.0,0.0,0.0,0.0,-1.0
31696987,31696941,-0.022906177,0.029499812,0.0005905972,0.0,0.0,0.0,0.0,-1.0
31753534,31753487,0.018149653,-0.010635262,0.012219342,0.0,0.0,0.0,0.0,-1.0
31801068,31801015,0.021794928,-0.009078332,-0.004797521,0.0,0.0,0.0,0.0,-1.0
31849408,31849361,-0.00553801,0.00987386,0.00011668763,0.0,0.0,0.0,0.0,-1.0
31897646,31897596,0.0027980092,-0.0019302202,0.012206023,0.0,0.0,0.0,0.0,-1.0
31949199,31949152,-0.0134762395,-0.0019637663,0.007523799,0.0,0.0,0.0,0.0,-1.0
32001465,32001418,0.032334864,-0.009723689,-0.012801989,0.0,0.0,0.0,0.0,-1.0
32049695,32049645,-0.00030061952,0.0097683985,-0.00092609314,0.0,0.0,0.0,0.0,-1.0
32101504,32101455,0.010011046,0.013236042,-0.0102699045,0.0,0.0,0.0,0.0,-1.0
32149201,32149155,0.021070033,-0.009216046,-0.007910873,0.0,0.0,0.0,0.0,-1.0
32201762,32201716,0.016339192,-0.02228688,-0.0044307667,0.0,0.0,0.0,0.0,-1.0
32249765,32249718,0.02325338,0.030423062,0.009461412,0.0,0.0,0.0,0.0,-1.0
32301400,32301354,-0.007277182,0.008533046,-0.005460672,0.0,0.0,0.0,0.0,-1.0
32348951,32348905,0.012555509,0.003981451,-0.0011440318,0.0,0.0,0.0,0.0,-1.0
32401676,32401622,0.0044503394,-0.020238725,0.0017800209,0.0,0.0,0.0,0.0,-1.0
32453978,32453932,0.012584565,0.0011419837,-0.0045174663,0.0,0.0,0.0,0.0,-1.0
32501770,32501723,0.0122783575,0.015122127,-0.009980852,0.0,0.0,0.0,0.0,-1.0
32549491,32549444,0.026772056,-0.0082302615,0.0007679614,0.0,0.0,0.0,0.0,-1.0
32597860,32597813,-0.0029356238,0.011034433,-0.0024934965,0.0,0.0,0.0,0.0,-1.0
32653558,32653511,-0.011636009,0.018109351,-0.010049992,0.0,0.0,0.0,0.0,-1.0
32701036,32700991,-0.0015887658,0.011930254,0.0037769862,0.0,0.0,0.0,0.0,-1.0
32743256,32743207,0.0007950026,0.015835423,0.0006935384,0.0,0.0,0.0,0.0,-1.0
32801621,32801571,0.0037251092,-0.015732074,0.007342568,0.0,0.0,0.0,0.0,-1.0
32849312,32849267,0.018004533,-0.01085268,-0.010172541,0.0,0.0,0.0,0.0,-1.0
32901590,32901543,0.014698512,-0.022876823,-0.006167304,0.0,0.0,0.0,0.0,-1.0
32949272,32949220,0.034185376,-0.0075817327,0.010603988,0.0,0.0,0.0,0.0,-1.0
33001917,33001870,0.0027196445,0.03305803,-0.008127113,0.0,0.0,0.0,0.0,-1.0
33049707,33049660,0.008617263,0.00075885386,0.004472084,0.0,0.0,0.0,0.0,-1.0
33101198,33101151,-0.022908073,0.024161018,0.001801709,0.0,0.0,0.0,0.0,-1.0
33153679,33153625,0.014747427,0.012366939,-0.0068203076,0.0,0.0,0.0,0.0,-1.0
33201473,33201417,-0.00763762,-0.00829368,-0.008059542,0.0,0.0,0.0,0.0,-1.0
33249553,33249505,0.004266998,-0.03202349,-0.0029400445,0.0,0.0,0.0,0.0,-1.0
33299608,33299561,0.00065490894,-0.004952084,-0.004828184,0.0,0.0,0.0,0.0,-1.0
33337963,33337913,-0.007644729,-0.0017247495,0.014088221,0.0,0.0,0.0,0.0,-1.0
33401707,33401659,-0.020458823,0.00021224821,-0.008005136,0.0,0.0,0.0,0.0,-1.0
33449636,33449583,0.012210086,0.031208726,-0.0022821936,0.0,0.0,0.0,0.0,-1.0
33501182,33501135,-0.031049505,0.029439146,-0.008599992,0.0,0.0,0.0,0.0,-1.0
33547402,33547356,-0.047077674,0.009411373,-0.0028648388,0.0,0.0,0.0,0.0,-1.0
33601662,33601609,-0.0031922641,0.01067403,0.011542174,0.0,0.0,0.0,0.0,-1.0
33649693,33649647,-0.022640403,-0.013680959,-0.00017354095,0.0,0.0,0.0,0.0,-1.0
33701527,33701479,-0.03582423,0.00034079564,0.007657093,0.0,0.0,0.0,0.0,-1.0
33749391,33749344,-0.023486285,0.02162441,-0.002233555,0.0,0.0,0.0,0.0,-1.0
33797738,33797691,0.014190077,0.008979177,0.0022902363,0.0,0.0,0.0,0.0,-1.0
33853944,33853897,-0.020993628,0.014916583,0.000605538,0.0,0.0,0.0,0.0,-1.0
33898067,33898014,-0.038573083,0.04305219,0.005619354,0.0,0.0,0.0,0.0,-1.0
33949072,33949020,-0.015831556,-0.020800602,0.011479217,0.0,0.0,0.0,0.0,-1.0
33997876,33997828,-0.023103727,-0.003997513,0.0017307742,0.0,0.0,0.0,0.0,-1.0
34049741,34049695,-0.03188844,0.008529938,-0.0025831412,0.0,0.0,0.0,0.0,-1.0
34101221,34101174,-0.013035174,0.01824779,-0.004918793,0.0,0.0,0.0,0.0,-1.0
34150059,34150005,-0.005490718,0.027582267,-0.00819802,0.0,0.0,0.0,0.0,-1.0
34201266,34201217,-0.0131453825,0.0018037006,-0.0024878706,0.0,0.0,0.0,0.0,-1.0
34249940,34249893,-0.013852918,0.042963475,0.00096165313,0.0,0.0,0.0,0.0,-1.0
34301557,34301510,-0.023987213,0.01846392,-0.0055757095,0.0,0.0,0.0,0.0,-1.0
34349663,34349612,-0.0002926302,0.02765031,0.0016403297,0.0,0.0,0.0,0.0,-1.0
34401661,34401608,-0.014934577,0.021868235,-0.0045206835,0.0,0.0,0.0,0.0,-1.0
34449768,34449721,0.019985983,-0.0015408351,-0.019005245,0.0,0.0,0.0,0.0,-1.0
34501333,34501285,0.009088554,0.004359375,-0.015762933,0.0,0.0,0.0,0.0,-1.0
34553680,34553628,-0.0075610955,-0.005691598,-0.006650876,0.0,0.0,0.0,0.0,-1.0
34601554,34601506,-0.04014664,0.019461684,0.01265861,0.0,0.0,0.0,0.0,-1.0
34649805,34649759,-0.030136943,-0.0076812333,0.0040211887,0.0,0.0,0.0,0.0,-1.0
34697721,34697668,-0.019123387,0.0016777179,-0.0035867863,0.0,0.0,0.0,0.0,-1.0
34749917,34749871,-0.0064595663,0.010021011,0.0022076655,0.0,0.0,0.0,0.0,-1.0
34802095,34802048,-0.019662853,0.01214573,-0.002900348,0.0,0.0,0.0,0.0,-1.0
34850951,34850906,-0.026388273,0.006405278,0.012194317,0.0,0.0,0.0,0.0,-1.0
34902540,34902492,-0.013277214,0.009096992,0.005994508,0.0,0.0,0.0,0.0,-1.0
34949862,34949815,-0.018138984,0.023503691,-0.013459419,0.0,0.0,0.0,0.0,-1.0
35001085,35001037,-0.024833452,0.009964121,-0.008245201,0.0,0.0,0.0,0.0,-1.0
35050003,35049955,-0.019603778,0.027117083,0.00044403665,0.0,0.0,0.0,0.0,-1.0
35101783,35101735,-0.014501558,0.011869546,-0.0041280217,0.0,0.0,0.0,0.0,-1.0
35149940,35149893,-0.01656921,0.01944973,0.0045611532,0.0,0.0,0.0,0.0,-1.0
35197874,35197826,-0.009696706,0.024275914,0.0047625476,0.0,0.0,0.0,0.0,-1.0
35254159,35254112,-0.016805831,0.03944845,0.018321043,0.0,0.0,0.0,0.0,-1.0
35301878,35301831,-0.02122536,0.023023218,0.0097420905,0.0,0.0,0.0,0.0,-1.0
35349802,35349755,-0.0026868798,0.01847595,-0.008602283,0.0,0.0,0.0,0.0,-1.0
35397955,35397904,-0.006251552,0.018113974,0.011266559,0.0,0.0,0.0,0.0,-1.0
35453570,35453522,-0.014385348,0.008463402,0.0035428428,0.0,0.0,0.0,0.0,-1.0
35501646,35501594,0.008642918,-0.011978038,-0.0039730766,0.0,0.0,0.0,0.0,-1.0
35549730,35549684,-0.018752363,0.0035482976,-0.010766492,0.0,0.0,0.0,0.0,-1.0
35601692,35601644,0.0015091359,0.01798112,0.0019783294,0.0,0.0,0.0,0.0,-1.0
35649623,35649576,-0.007102484,0.024377393,-0.014912098,0.0,0.0,0.0,0.0,-1.0
35701765,35701718,-0.02176116,0.03824069,0.004997816,0.0,0.0,0.0,0.0,-1.0
35750001,35749955,-0.0043236096,0.02777259,-0.006902793,0.0,0.0,0.0,0.0,-1.0
35801756,35801709,-0.017334944,0.03741793,-0.0030409691,0.0,0.0,0.0,0.0,-1.0
35849652,35849601,-0.034720078,0.005240604,-0.0043172087,0.0,0.0,0.0,0.0,-1.0
35901235,35901187,-0.01264858,0.00064328586,0.009581668,0.0,0.0,0.0,0.0,-1.0
35953943,35953895,-0.016408762,0.015600942,-0.009227991,0.0,0.0,0.0,0.0,-1.0
36001914,36001863,-0.017872619,-0.019383669,0.012938152,0.0,0.0,0.0,0.0,-1.0
36049883,36049835,0.0024693185,0.0617275,0.013996439,0.0,0.0,0.0,0.0,-1.0
36098051,36098004,-0.010068862,0.0040734145,0.002625764,0.0,0.0,0.0,0.0,-1.0
36149786,36149739,-0.030005993,-0.008266273,0.0044974484,0.0,0.0,0.0,0.0,-1.0
36201802,36201755,-0.008807967,0.020442633,0.003258951,0.0,0.0,0.0,0.0,-1.0
36249815,36249769,-0.010665837,0.022242771,-0.0031965212,0.0,0.0,0.0,0.0,-1.0
36302073,36302025,-0.026103625,-0.00055181724,-0.0061531686,0.0,0.0,0.0,0.0,-1.0
36349869,36349822,-0.022912204,0.01833105,0.0064843954,0.0,0.0,0.0,0.0,-1.0
36401925,36401878,0.0044677686,0.0077580125,-0.004707179,0.0,0.0,0.0,0.0,-1.0
36449376,36449331,0.007306573,-0.025723046,0.00082378247,0.0,0.0,0.0,0.0,-1.0
36501753,36501706,-0.011408141,-0.01632554,-0.014231873,0.0,0.0,0.0,0.0,-1.0
36549764,36549718,0.0035051869,0.017853234,-0.00557375,0.0,0.0,0.0,0.0,-1.0
36597724,36597677,0.00062182057,0.014742173,-0.008662656,0.0,0.0,0.0,0.0,-1.0
36653334,36653287,-0.0028202485,0.0012510681,0.0006343723,0.0,0.0,0.0,0.0,-1.0
36701529,36701481,0.0036716668,0.032771066,-0.0045149247,0.0,0.0,0.0,0.0,-1.0
36749997,36749950,-0.01892559,0.012710776,-0.009948713,0.0,0.0,0.0,0.0,-1.0
36797149,36797101,-0.011116374,-0.0061257067,0.00043164176,0.0,0.0,0.0,0.0,-1.0
36850004,36849958,-0.03359322,0.0065124435,-0.0034711228,0.0,0.0,0.0,0.0,-1.0
36901390,36901343,-0.0129512055,-0.0010716459,0.004978475,0.0,0.0,0.0,0.0,-1.0
36950002,36949956,-0.0106555065,0.0057380097,0.008385154,0.0,0.0,0.0,0.0,-1.0
37001949,37001901,-0.023931405,-0.00090999086,0.00876546,0.0,0.0,0.0,0.0,-1.0
37049908,37049861,-0.02731754,0.0049864277,0.01171831,0.0,0.0,0.0,0.0,-1.0
37101947,37101901,-0.035336304,-0.008153356,0.01321701,0.0,0.0,0.0,0.0,-1.0
37149725,37149679,-0.00041055924,0.004932045,-0.018694123,0.0,0.0,0.0,0.0,-1.0
37201819,37201772,-0.027383666,0.014690352,-0.004140831,0.0,0.0,0.0,0.0,-1.0
37249749,37249703,-0.016980594,-0.019362882,-0.0023026725,0.0,0.0,0.0,0.0,-1.0
37301703,37301649,-0.019714989,0.010417759,-0.0052761594,0.0,0.0,0.0,0.0,-1.0
37349375,37349328,-0.030800652,-0.009005946,0.0026917362,0.0,0.0,0.0,0.0,-1.0
37401858,37401810,-0.024819145,-0.0156477,0.0006396578,0.0,0.0,0.0,0.0,-1.0
37449395,37449349,-0.038350042,-0.019488452,0.0068288282,0.0,0.0,0.0,0.0,-1.0
37497900,37497853,-0.0011425832,0.0052138674,0.008315037,0.0,0.0,0.0,0.0,-1.0
37550026,37549980,-0.017054861,-0.024038823,-0.011226927,0.0,0.0,0.0,0.0,-1.0
37601377,37601330,-0.0007108228,0.021314481,0.0014597448,0.0,0.0,0.0,0.0,-1.0
37650047,37650001,-0.011709767,-0.0032871205,-0.0014900098,0.0,0.0,0.0,0.0,-1.0
37698202,37698154,-0.025445107,0.017917158,0.0036645725,0.0,0.0,0.0,0.0,-1.0
37750037,37749991,-0.011769676,-0.009197216,0.0020514869,0.0,0.0,0.0,0.0,-1.0
37801640,37801587,0.0071010627,0.0038194389,0.0068726153,0.001,0.0,0.0,0.0,-1.0
37849658,37849607,-0.0077506425,-0.022942647,-0.0058215335,0.001,0.0,0.0,0.0,-1.0
37902014,37901967,-0.041470543,-0.006732912,0.00069283176,0.001,0.0,0.0,0.0,-1.0
37949688,37949641,-0.040885825,0.042226803,-0.00831868,0.001,0.0,0.0,0.0,-1.0
37997997,37997951,0.0069377925,0.022069568,0.0032063841,0.001,0.0,0.0,0.0,-1.0
38053700,38053654,-0.01151538,0.030192275,0.0014509432,0.001,0.0,0.0,0.0,-1.0
38101987,38101939,-0.023150625,-0.01505999,0.005427008,0.001,0.0,0.0,0.0,-1.0
38150052,38150004,0.012440084,0.0022952592,-0.0053307936,0.001,0.0,0.0,0.0,-1.0
38197725,38197671,-0.02982462,-0.026204173,0.015361475,0.001,0.0,0.0,0.0,-1.0
38249942,38249896,-0.014037044,0.008172519,0.013900897,0.001,0.0,0.0,0.0,-1.0
38301358,38301310,-0.010786197,0.010671253,-0.010265269,0.001,0.0,0.0,0.0,-1.0
38349395,38349348,-0.0044655055,0.008444624,0.011949049,0.001,0.0,0.0,0.0,-1.0
38402032,38401984,-0.011417094,-0.022746127,-0.008498524,0.001,0.0,0.0,0.0,-1.0
38449544,38449498,-0.018328732,0.009093914,-0.010245627,0.001,0.0,0.0,0.0,-1.0
38502128,38502080,-0.00094633055,0.036434013,0.01484066,0.001,0.0,0.0,0.0,-1.0
38549493,38549447,0.0043243333,0.012000087,0.006880098,0.001,0.0,0.0,0.0,-1.0
38602265,38602214,-0.00034587987,0.009076462,-0.0058102305,0.001,0.0,0.0,0.0,-1.0
38650277,38650228,-0.0026643968,-0.0032542679,0.0041932347,0.001,0.0,0.0,0.0,-1.0
38697216,38697169,0.032245837,-0.026294498,-0.003392479,0.001,0.0,0.0,0.0,-1.0
38753859,38753809,-0.028441422,0.0043549654,0.004006091,0.001,0.0,0.0,0.0,-1.0
38801758,38801709,0.010847677,0.01149328,-0.002498479,0.001,0.0,0.0,0.0,-1.0
38849979,38849933,-0.01951484,-0.010271089,0.003066928,0.001,0.0,0.0,0.0,-1.0
38898059,38898011,0.02087911,0.0034787548,-0.010273351,0.001,0.0,0.0,0.0,-1.0
38949924,38949878,-0.0115083335,0.001835023,-0.0035395653,0.001,0.0,0.0,0.0,-1.0
39001769,39001721,-0.010487303,0.024295457,0.00983586,0.001,0.0,0.0,0.0,-1.0
39049512,39049465,-0.020608407,0.0007459491,0.0020073324,0.001,0.0,0.0,0.0,-1.0
39101941,39101893,0.0057904483,0.009433912,-0.00863863,0.001,0.0,0.0,0.0,-1.0
39149942,39149894,-0.009875247,-0.0019347286,0.0029785736,0.001,0.0,0.0,0.0,-1.0
39201841,39201794,-0.007278911,-0.010117712,-0.006722849,0.001,0.0,0.0,0.0,-1.0
39249391,39249345,0.008236247,-0.0053665643,-0.0023643733,0.001,0.0,0.0,0.0,-1.0
39301816,39301766,-0.020060388,0.029086143,-0.002610617,0.001,0.0,0.0,0.0,-1.0
39350249,39350201,-0.003603577,-0.017160121,-0.0047952863,0.001,0.0,0.0,0.0,-1.0
39401474,39401427,-0.014975811,-0.020066705,0.00761237,0.001,0.0,0.0,0.0,-1.0
39453505,39453459,-0.023525003,-0.0020957626,-0.003695412,0.001,0.0,0.0,0.0,-1.0
39501331,39501284,0.0094018355,0.0083862515,0.007017345,0.001,0.0,0.0,0.0,-1.0
39549894,39549847,-0.0019470374,-0.0012508475,0.02573964,0.001,0.0,0.0,0.0,-1.0
39597621,39597574,0.0020100914,-0.007900109,-0.011609168,0.001,0.0,0.0,0.0,-1.0
39650182,39650126,-0.011996805,-0.01227655,-0.011084273,0.001,0.0,0.0,0.0,-1.0
39701873,39701826,-0.0017636707,-0.03584176,-0.0023180947,0.001,0.0,0.0,0.0,-1.0
39749904,39749857,0.004130327,-0.017894126,0.0057277875,0.001,0.0,0.0,0.0,-1.0
39802259,39802209,0.0029693113,0.01551067,-0.017978514,0.001,0.0,0.0,0.0,-1.0
39849939,39849891,-0.0005092619,-0.016184002,0.008868848,0.001,0.0,0.0,0.0,-1.0
39902056,39902009,-0.015147487,-0.009697452,-0.0030144695,0.001,0.0,0.0,0.0,-1.0
39950768,39950720,-0.008586427,-0.017754147,0.014939921,0.001,0.0,0.0,0.0,-1.0
