timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
35064618,800000.0,1.0,37941.12,0.0,5186,0,18093.277,2314,253,0,0,0,0.109334484,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36062807,800000.0,1.0,38571.887,0.0,5708,0,18933.8,2574,253,0,0,0,0.0982906,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37055569,800000.0,1.0,39221.25,0.0,6246,0,18714.42,2830,253,0,0,0,0.08939929,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38055504,800000.0,1.0,40328.664,0.0,6813,0,18841.469,3090,253,0,0,0,0.08187702,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39058394,800000.0,1.0,40152.895,0.0,7376,0,18565.38,3347,253,0,0,0,0.07559008,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40055716,800000.0,1.0,40212.574,0.0,7938,0,18767.465,3604,253,0,0,0,0.07019978,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41064597,800000.0,1.0,40121.344,0.0,8500,0,18653.904,3862,253,0,0,0,0.0655101,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42055863,800000.0,1.0,40531.2,0.0,9065,0,18585.5,4117,253,0,0,0,0.061452515,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43147666,800000.0,1.0,40776.617,0.0,9690,0,18872.836,4401,253,0,0,0,0.057486936,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44090555,800000.0,1.0,41201.508,0.0,10246,0,18687.234,4643,253,0,0,0,0.05449063,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45064435,800000.0,1.0,41139.61,0.0,10805,0,18557.113,4892,253,0,0,0,0.051717088,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46059150,800000.0,1.0,41028.125,0.0,11379,0,18534.719,5147,253,0,0,0,0.049154848,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47063145,800000.0,1.0,41048.812,0.0,11954,0,18674.957,5406,253,0,0,0,0.046799853,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48056515,800000.0,1.0,41127.605,0.0,12529,0,18461.242,5657,253,0,0,0,0.04472335,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49055906,800000.0,1.0,40841.137,0.0,13099,0,18279.451,5909,253,0,0,0,0.042816043,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50055918,800000.0,1.0,40929.37,0.0,13669,0,18064.574,6157,253,0,0,0,0.041091442,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51067957,800000.0,1.0,41327.086,0.0,14252,0,18726.648,6419,253,0,0,0,0.03941424,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52055605,800000.0,1.0,40961.395,0.0,14822,0,18806.182,6675,253,0,0,0,0.037902623,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53057574,800000.0,1.0,40889.46,0.0,15395,0,18770.781,6934,253,0,0,0,0.036486875,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54056710,800000.0,1.0,41042.62,0.0,15970,0,18654.557,7191,253,0,0,0,0.035182867,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55055791,800000.0,1.0,40915.44,0.0,16539,0,18418.994,7444,253,0,0,0,0.033987105,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56055824,800000.0,1.0,40514.926,0.0,17108,0,18545.889,7698,253,0,0,0,0.03286568,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56807710,800000.0,1.0,40514.926,0.0,17537,0,18545.889,7891,253,0,0,0,0.03206184,3,5,0,0,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57983487,800000.0,1.0,40891.652,0.0,18205,0,18796.904,8192,253,0,0,0,0.030883789,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59061483,800000.0,1.0,40218.117,0.0,18820,0,18618.094,8471,253,0,0,0,0.029866604,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60057572,800000.0,1.0,40927.918,0.0,19393,0,18700.35,8727,253,0,0,0,0.028990488,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61057512,800000.0,1.0,40943.406,0.0,19963,0,19017.436,8988,253,0,0,0,0.028148642,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62058872,800000.0,1.0,40094.367,0.0,20521,0,17422.32,9215,253,0,0,0,0.027455237,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
63056740,800000.0,1.0,39781.445,0.0,21090,0,16936.031,9462,253,0,0,0,0.026738534,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64055615,800000.0,1.0,41080.387,0.0,21665,0,18549.76,9718,253,0,0,0,0.026034163,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65060786,800000.0,1.0,40950.96,0.0,22240,0,18730.982,9978,253,0,0,0,0.025355782,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66057499,800000.0,1.0,41378.62,0.0,22816,0,18712.287,10234,253,0,0,0,0.024721516,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67063617,800000.0,1.0,40964.918,0.0,23391,0,18508.963,10490,253,0,0,0,0.024118207,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68056478,800000.0,1.0,40978.69,0.0,23964,0,18559.762,10745,253,0,0,0,0.023545835,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69055856,800000.0,1.0,41258.402,0.0,24532,0,18659.273,10998,253,0,0,0,0.023004182,3,5,0,0,1,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
