timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy
12132453,1200.0,0.7905914,248.72641,0.0,136,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12892384,1200.0,0.7905914,248.72641,0.0,144,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13653419,1200.0,0.7905914,149.52034,0.0,154,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15174425,1200.0,0.7905914,199.8,0.0,173,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15934393,1200.0,0.7905914,199.8,0.0,184,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16695420,1200.0,0.7905914,199.98761,0.0,191,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18206493,1200.0,0.7905914,150.85007,0.0,212,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18966421,1200.0,0.7905914,150.85007,0.0,220,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19727425,1200.0,0.7905914,154.46065,0.0,230,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21248441,1200.0,0.7905914,221.77644,0.0,250,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22008492,1200.0,0.7905914,221.77644,0.0,261,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22759395,1200.0,0.7905914,207.92737,0.0,268,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23519391,1200.0,0.7905914,150.849,0.0,279,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25040417,1200.0,0.7905914,155.84431,0.0,299,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25797388,1200.0,0.7734386,221.99979,0.0,314,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26559385,1200.0,0.7346072,430.98355,0.0,325,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28072492,1200.0,0.6255451,227.85367,0.0,351,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28834867,1200.0,0.6255451,318.99936,0.0,364,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29594902,1200.0,0.6255451,377.09308,0.0,376,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31106378,1200.0,0.6255451,355.2985,0.0,406,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31868377,1200.0,0.6255451,355.2985,0.0,419,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32628458,1200.0,0.6255451,356.28745,0.0,432,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34130499,1200.0,0.45621556,464.7468,0.0,461,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34893373,1200.0,0.45621556,464.7468,0.0,481,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35656377,1200.0,0.45621556,585.6795,0.0,497,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37173377,1200.0,0.40339577,715.1416,0.0,535,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37928442,1200.0,0.39029178,715.1416,0.0,557,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38678498,1200.0,0.39029178,690.8686,0.0,571,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40191403,1200.0,0.39029178,689.0486,0.0,608,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40956385,1200.0,0.39029178,689.0486,0.0,628,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41710469,1200.0,0.39029178,592.44476,0.0,646,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43207542,1200.0,0.39029178,938.32874,0.0,696,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43971191,1200.0,0.39029178,938.32874,0.0,721,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44736367,1200.0,0.39029178,644.45056,0.0,742,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46247366,1200.0,0.39029178,636.8229,0.0,780,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46997369,1200.0,0.39029178,636.8229,0.0,802,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47757364,1200.0,0.39029178,699.9174,0.0,817,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49263362,1200.0,0.39029178,509.92966,0.0,855,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50016351,1200.0,0.39029178,509.92966,0.0,876,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50779109,1200.0,0.39029178,726.1188,0.0,897,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51531374,1200.0,0.39029178,616.47925,0.0,911,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53031824,1200.0,0.39029178,732.72986,0.0,949,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53783527,1200.0,0.39029178,738.64307,0.0,972,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54544460,1200.0,0.39029178,510.9775,0.0,988,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56057401,1200.0,0.39029178,667.6067,0.0,1027,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56807412,1200.0,0.39029178,653.75006,0.0,1044,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57568371,1200.0,0.39029178,694.6478,0.0,1063,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59083942,1200.0,0.39029178,537.55133,0.0,1101,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59847371,1200.0,0.39029178,626.612,0.0,1121,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60608449,1200.0,0.39029178,709.95575,0.0,1138,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62103689,1200.0,0.39029178,676.7713,0.0,1175,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62867441,1200.0,0.39029178,653.2842,0.0,1196,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63628418,1200.0,0.39029178,531.2591,0.0,1215,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65144417,1200.0,0.39029178,750.2602,0.0,1251,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65896372,1200.0,0.39029178,652.3196,0.0,1267,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66648404,1200.0,0.39029178,719.93304,0.0,1287,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68168419,1200.0,0.39029178,592.37897,0.0,1325,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68922363,1200.0,0.39029178,540.59515,0.0,1345,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69674371,1200.0,0.39029178,757.4545,0.0,1361,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71188454,1200.0,0.39029178,649.50555,0.0,1402,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71942367,1200.0,0.39029178,730.208,0.0,1420,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72700372,1200.0,0.39029178,545.78986,0.0,1440,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74221843,1200.0,0.39029178,648.5374,0.0,1478,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74970371,1200.0,0.39029178,758.9649,0.0,1495,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75730367,1200.0,0.39029178,595.80774,0.0,1515,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77244803,1200.0,0.39029178,698.554,0.0,1552,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77994372,1200.0,0.39029178,606.149,0.0,1572,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78756475,1200.0,0.39029178,652.7421,0.0,1593,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80266365,1200.0,0.39029178,733.9706,0.0,1628,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81030366,1200.0,0.39029178,648.38324,0.0,1657,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81780370,1200.0,0.39029178,834.7852,0.0,1678,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82540400,1200.0,0.39029178,575.27545,0.0,1695,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84050367,1200.0,0.39029178,647.55426,0.0,1738,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84800406,1200.0,0.39029178,691.0905,0.0,1752,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85561277,1200.0,0.39029178,583.1678,0.0,1772,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87078363,1200.0,0.39029178,557.65466,0.0,1809,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87842391,1200.0,0.39029178,689.9302,0.0,1827,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88597399,1200.0,0.39029178,695.21985,0.0,1846,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90109366,1200.0,0.39029178,722.49365,0.0,1883,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90859898,1200.0,0.39029178,503.03012,0.0,1904,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91623368,1200.0,0.39029178,711.3944,0.0,1924,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93133401,1200.0,0.39029178,628.4818,0.0,1962,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93887400,1200.0,0.39029178,695.3827,0.0,1977,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94645372,1200.0,0.39029178,749.81573,0.0,1998,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96151369,1200.0,0.39029178,492.53683,0.0,2034,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96903416,1200.0,0.39029178,686.8787,0.0,2054,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97655370,1200.0,0.39029178,632.745,0.0,2068,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99171413,1200.0,0.39029178,735.15094,0.0,2116,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99921367,1200.0,0.39029178,865.4172,0.0,2141,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100679385,1200.0,0.39029178,476.72302,0.0,2157,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102187368,1200.0,0.39029178,733.46796,0.0,2197,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102949372,1200.0,0.39029178,641.9094,0.0,2215,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103701411,1200.0,0.39029178,702.545,0.0,2235,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105211368,1200.0,0.39029178,738.6424,0.0,2272,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105963369,1200.0,0.39029178,511.94983,0.0,2293,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106715363,1200.0,0.39029178,667.7513,0.0,2308,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108226140,1200.0,0.39029178,653.6926,0.0,2346,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108985794,1200.0,0.39029178,701.97614,0.0,2367,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109745678,1200.0,0.39029178,538.9984,0.0,2386,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111271371,1200.0,0.39029178,626.5171,0.0,2423,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112023485,1200.0,0.39029178,732.8009,0.0,2441,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112776369,1200.0,0.39029178,652.6771,0.0,2460,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113529920,1200.0,0.39029178,655.4008,0.0,2479,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115041486,1200.0,0.39029178,530.876,0.0,2517,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115799108,1200.0,0.39029178,750.858,0.0,2534,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116559415,1200.0,0.39029178,662.3715,0.0,2554,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118069494,1200.0,0.39029178,709.4397,0.0,2590,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118817169,1200.0,0.39029178,560.4118,0.0,2611,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119575695,1200.0,0.39029178,587.4274,0.0,2626,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121082411,1200.0,0.39029178,751.3891,0.0,2666,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121831691,1200.0,0.39029178,685.7521,0.0,2687,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122597847,1200.0,0.39029178,714.9988,0.0,2705,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124098415,1200.0,0.39029178,521.8824,0.0,2742,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124858474,1200.0,0.39029178,653.6144,0.0,2761,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125620023,1200.0,0.39029178,761.94666,0.0,2780,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127136406,1200.0,0.39029178,593.2377,0.0,2818,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127892405,1200.0,0.39029178,695.70953,0.0,2836,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128652368,1200.0,0.39029178,609.13965,0.0,2854,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130163672,1200.0,0.39029178,658.2228,0.0,2896,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130912367,1200.0,0.39029178,718.6104,0.0,2912,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131666429,1200.0,0.39029178,641.5462,0.0,2932,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133186453,1200.0,0.39029178,723.0456,0.0,2969,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133938929,1200.0,0.39029178,577.5847,0.0,2987,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134690375,1200.0,0.39029178,615.5379,0.0,3006,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136189400,1200.0,0.39029178,721.1156,0.0,3043,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136942372,1200.0,0.39029178,561.8763,0.0,3062,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137700365,1200.0,0.39029178,594.6215,0.0,3083,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139224366,1200.0,0.39029178,691.30865,0.0,3120,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139973400,1200.0,0.39029178,701.5944,0.0,3136,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140732367,1200.0,0.39029178,722.5643,0.0,3158,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142240849,1200.0,0.39029178,612.17426,0.0,3206,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142991455,1200.0,0.39029178,717.41223,0.0,3227,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143746858,1200.0,0.39029178,627.97687,0.0,3241,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145253367,1200.0,0.39029178,667.9298,0.0,3278,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146015454,1200.0,0.39029178,776.38513,0.0,3301,5,0.0,0,0,0,0,0,0.0,0,0,0,1,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
