timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
119674908,119672759,1.4022976,0.011531171,0.8270039,1.2491524,1.4153912,1.6779383,-2.763005,0.12210352,0.17522807,0.19637318,0.22792643,0.2619108,0.07870245,0.070320606,0.07326269,0.08481097,0.2864015,0.023210555,0.0010593368,0.97570354,1.3278579e-05,1.3278579e-05
120669820,120668968,0.02886557,0.019633276,-0.5252558,-0.107976764,0.056346633,0.3159298,2.1638203,-0.115070015,-0.016001523,0.0019558668,0.0040421784,-0.6509106,0.2238251,0.39726985,0.47395694,0.5981382,0.9860574,0.04924598,0.0014279702,0.94928384,2.110168e-05,2.110168e-05
121671482,121669356,-1.0223718,0.044100672,-1.1097525,-0.72245115,-0.5685307,-0.32264107,1.5612433,-0.06105846,0.039131343,0.07008982,0.10622996,-0.18116134,0.23608637,0.30841827,0.3468498,0.4167744,0.8464649,0.8335349,0.0017041559,0.16473235,1.4263371e-05,1.4263371e-05
122670446,122668307,-0.26439288,0.033611,-0.3248631,0.062420145,0.21560127,0.46065935,2.3483613,-0.057254374,-0.11255908,-0.13442415,-0.16734213,-0.19636905,0.35642552,0.36130726,0.357257,0.34404027,0.110322356,0.88390523,0.0013963536,0.11465776,1.6797943e-05,2.3845163e-05
123665572,123664811,0.09045393,0.059557833,-0.26748198,0.10025903,0.24574976,0.47768638,2.324093,-0.045593306,-0.031686142,-0.008609459,0.047292404,0.81224394,0.3987143,0.22251189,0.15642786,0.05967307,0.056912623,0.30529538,0.005466476,0.68792796,0.0012958321,1.4355629e-05
124674121,124673261,0.087081045,0.04898518,-0.29533356,0.06294031,0.20458737,0.4305144,2.266548,-0.1634798,-0.17454964,-0.1978069,-0.25550932,-1.1049594,0.15771535,0.35090524,0.42370564,0.5311612,0.5711216,0.23757787,0.006621812,0.7548964,0.00088460516,1.9305871e-05
125671373,125669210,0.6999658,0.048003577,0.5753604,0.9193614,1.0554036,1.2733679,3.121651,0.11794871,-0.05276966,-0.1181398,-0.2155891,-0.26881355,0.15325657,0.14457756,0.12497422,0.07542533,-0.72488713,0.7352764,0.0057837027,0.25888377,4.3102176e-05,1.2987046e-05
126674165,126673388,1.4182895,0.018483039,1.37976,1.6880044,1.8100591,2.007542,-2.4450655,0.058258116,-0.20480482,-0.3007107,-0.43925354,-0.27466804,-0.05284989,-0.13228369,-0.18581486,-0.29611373,-1.6990451,0.9068399,0.0055907955,0.08754429,1.2479011e-05,1.2479011e-05
127671327,127669191,1.305713,0.0027438563,1.3051744,1.5318334,1.6222942,1.7714211,-2.708366,0.14706302,-0.18601537,-0.3231721,-0.5477268,-1.995219,-0.11705828,-0.050540447,-0.04541874,-0.0642519,-2.6022756,0.99801344,0.0010166209,0.000943586,1.314238e-05,1.314238e-05
128675317,128673262,1.3437034,0.0026134404,1.3432595,1.5496964,1.6321878,1.7688285,-2.7604074,-0.0091125965,-0.010819674,-0.014275193,-0.023590207,-0.5385226,-0.30427647,-0.25700712,-0.23803473,-0.20713758,-0.32018423,0.99816036,0.0011370225,0.0006672799,2.024435e-05,1.5130092e-05
129671496,129669343,1.3549879,0.003991325,1.3540062,1.5606676,1.6432017,1.7798648,-2.7555947,-0.11836314,-0.07435906,-0.056966543,-0.029278398,0.030057788,-0.43785572,-0.43423605,-0.43017197,-0.4202733,-0.14790154,0.9965896,0.0017992562,0.0012863041,5.4653126e-05,0.00027017677
