timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
213677499,-14.409041,164.72404,-33.64611,-2.4801204,0.0,0.83838713,0.28061697,1.0,0.5416864,0.061481275,0.14151385,0.0,0.0,0.0,0.033624064,0.003816323,-0.60872936
213769447,-14.409041,164.72404,-33.545944,-2.4801204,0.0,0.8378834,0.2830378,1.0,0.5327256,0.04590284,0.107425995,0.0,0.0,0.0,0.033184744,0.0028593973,-0.61087847
213873352,-14.409041,164.72404,-33.44204,-2.4801204,0.0,0.83771396,0.28416848,1.0,0.5021502,0.04288596,0.098667,0.0,0.0,0.0,0.0313063,0.0026737035,-0.61140764
213977924,-14.409041,164.72404,-33.3459,-2.4801204,0.0,0.84595305,0.28585002,1.0,0.55283606,0.015958894,0.09689354,0.0,0.0,0.0,0.03447247,0.0009951277,-0.611507
214074006,-14.409041,164.72404,-33.24139,-2.4801204,0.0,0.84281653,0.28473383,1.0,0.5368479,0.020552173,0.15307269,0.0,0.0,0.0,0.03327954,0.001274042,-0.6079264
214169423,-14.409041,164.72404,-33.14597,-2.4801204,0.0,0.84259725,0.28457436,1.0,0.50297004,0.024989972,0.179396,0.0,0.0,0.0,0.03109095,0.0015447481,-0.606213
214277919,-14.409041,164.72404,-33.045826,-2.4801204,0.0,0.8570668,0.29090905,1.0,0.57731754,0.072051644,0.13023508,0.0,0.0,0.0,0.035870887,0.004476837,-0.6093271
214373243,-14.409041,164.72404,-32.94215,-2.4801204,0.0,0.8535299,0.29193828,1.0,0.51850384,0.055299036,0.13954985,0.0,0.0,0.0,0.0321839,0.0034324504,-0.6087198
214473472,-14.409041,164.72404,-32.84192,-2.4801204,0.0,0.8522488,0.2938952,1.0,0.5118408,0.03889677,0.13989481,0.0,0.0,0.0,0.03177016,0.0024143378,-0.60868317
214573379,-14.409041,164.72404,-32.742016,-2.4801204,0.0,0.85084,0.2952288,1.0,0.49975878,0.035180263,0.11959789,0.0,0.0,0.0,0.031084795,0.002188198,-0.6099667
214673468,-14.409041,164.72404,-32.641926,-2.4801204,0.0,0.8485034,0.2942576,1.0,0.5008466,0.027971912,0.13797122,0.0,0.0,0.0,0.031091345,0.0017364286,-0.6087705
214778078,-14.409041,164.72404,-32.5457,-2.4801204,0.0,0.85182387,0.29376474,1.0,0.5360704,0.038929015,0.15318143,0.0,0.0,0.0,0.033223044,0.0024126319,-0.6077684
214878132,-14.409042,164.72404,-32.437263,-2.4801204,0.0,0.8477922,0.29066262,1.0,0.52409196,0.011694763,0.17553005,0.0,0.0,0.0,0.03240372,0.0007230674,-0.6063209
214973031,-14.409042,164.72404,-32.34237,-2.4801204,0.0,0.83781064,0.28387892,1.0,0.47777408,-0.03462977,0.12638012,0.0,0.0,0.0,0.029691203,-0.002152062,-0.6094311
215069296,-14.409042,164.72404,-32.246113,-2.4801204,0.0,0.8341894,0.27838507,1.0,0.46330336,-0.024583913,0.17557243,0.0,0.0,0.0,0.02864299,-0.0015198609,-0.606255
215169615,-14.409042,164.72404,-32.145782,-2.4801204,0.0,0.82754314,0.26961508,1.0,0.44895095,-0.06462726,0.16160566,0.0,0.0,0.0,0.02779403,-0.004000998,-0.607113
215277765,-14.409042,164.72404,-32.037636,-2.4801204,0.0,0.8198504,0.25851128,1.0,0.43128723,-0.12030478,0.1374147,0.0,0.0,0.0,0.026767584,-0.007466644,-0.6086272
215377604,-14.409042,164.72404,-31.946104,-2.4801204,0.0,0.81156963,0.24595787,1.0,0.43438485,-0.14026015,0.15151507,0.0,0.0,0.0,0.02691879,-0.008691908,-0.6077056
215472741,-14.409042,164.72404,-31.84267,-2.4801204,0.0,0.80064607,0.23417273,1.0,0.40588632,-0.13760561,0.13450226,0.0,0.0,0.0,0.025195614,-0.008541943,-0.6087678
215573500,-14.409042,164.72404,-31.741898,-2.4801204,0.0,0.78972703,0.22356178,1.0,0.40137324,-0.15320651,0.10712642,0.0,0.0,0.0,0.024986764,-0.009537593,-0.6104857
215677636,-14.409042,164.72404,-31.637768,-2.4801204,0.0,0.78287685,0.21455985,1.0,0.41235444,-0.14651975,0.12992409,0.0,0.0,0.0,0.025608022,-0.009099165,-0.60901845
215773901,-14.409042,164.72404,-31.541498,-2.4801204,0.0,0.7695805,0.2056304,1.0,0.37865952,-0.15841122,0.1160746,0.0,0.0,0.0,0.023548845,-0.009851597,-0.609884
215876707,-14.409042,164.72404,-31.446716,-2.4801204,0.0,0.7552613,0.19670096,1.0,0.36828223,-0.13030167,0.17571664,0.0,0.0,0.0,0.022760915,-0.008053022,-0.60605323
215969361,-14.409042,164.72404,-31.34604,-2.4801204,0.0,0.7464324,0.19091712,1.0,0.3545032,-0.14321391,0.17732906,0.0,0.0,0.0,0.021904897,-0.008849246,-0.6059449
216073271,-14.409042,164.72404,-31.242134,-2.4801204,0.0,0.73945,0.18513328,1.0,0.36310163,-0.15784855,0.16969919,0.0,0.0,0.0,0.022451991,-0.009760391,-0.6064022
216173001,-14.409042,164.72404,-31.1424,-2.4801204,0.0,0.72895586,0.17694312,1.0,0.332292,-0.1869808,0.16899246,0.0,0.0,0.0,0.02054754,-0.011562107,-0.6064407
216273642,-14.409042,164.72404,-31.041767,-2.4801204,0.0,0.7168265,0.1675933,1.0,0.28643116,-0.17603871,0.16357082,0.0,0.0,0.0,0.017722666,-0.010892235,-0.6067696
216377583,-14.409042,164.72404,-30.945585,-2.4801204,0.0,0.70608413,0.15938865,1.0,0.30147097,-0.1733274,0.18728274,0.0,0.0,0.0,0.0186067,-0.010697717,-0.6052381
216470006,-14.409042,164.72404,-30.845396,-2.4801204,0.0,0.69457805,0.1518798,1.0,0.2648807,-0.18075329,0.18178621,0.0,0.0,0.0,0.016356217,-0.011161403,-0.60557556
216573370,-14.409042,164.72404,-30.74203,-2.4801204,0.0,0.6794725,0.14234152,1.0,0.2665022,-0.19643088,0.1332789,0.0,0.0,0.0,0.01653994,-0.0121911,-0.60864985
216677760,-14.409042,164.72404,-30.645842,-2.4801204,0.0,0.67120445,0.13345557,1.0,0.27385968,-0.18906583,0.14426693,0.0,0.0,0.0,0.0169765,-0.011720147,-0.6079299
216776767,-14.409042,164.72404,-30.549511,-2.4801204,0.0,0.6615149,0.12620765,1.0,0.23103452,-0.17077899,0.14419624,0.0,0.0,0.0,0.014322702,-0.010587234,-0.6079198
216869746,-14.409043,164.72403,-30.445658,-2.4801204,0.0,0.65528387,0.11950272,1.0,0.30022642,-0.19671969,0.14024836,0.0,0.0,0.0,0.018619848,-0.012200428,-0.6081617
