timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
53867157,53866252,197388,0.26922864,-0.02356613,0.3901135,25.0,0,0
54866169,54865745,197388,0.27034983,0.007939445,0.44847268,25.0,0,0
55866500,55866084,197388,0.23982224,-0.0026957158,0.4822057,25.0,0,0
56871673,56870785,197388,0.29676065,-0.025425337,0.4642599,25.0,0,0
57867051,57866621,197388,0.3000178,-0.021088917,0.52692217,25.0,0,0
58867737,58866636,197388,0.32181752,-0.02431351,0.41574717,25.0,0,0
59871320,59870902,197388,0.30261937,0.016222293,0.5156372,25.0,0,0
60866983,60866562,197388,0.27204067,-0.046759512,0.4371995,25.0,0,0
61842487,61842049,197388,0.3041246,0.0107223345,0.49589995,25.0,0,0
62866862,62866424,197388,0.22974715,-0.029992051,0.48310208,25.0,0,0
63871273,63870803,197388,0.3136745,-0.045640863,0.44321743,25.0,0,0
64867258,64866784,197388,0.2834194,0.0013141324,0.4579089,25.0,0,0
65866814,65866391,197388,0.30298647,-0.056690954,0.508276,25.0,0,0
66867057,66866639,197388,0.2732829,-0.07895766,0.48641726,25.0,0,0
67866625,67866208,197388,0.2959339,-0.048575636,0.45018378,25.0,0,0
68867483,68866517,197388,0.3275362,-0.037404615,0.41398323,25.0,0,0
69867494,69867074,197388,0.27604753,-0.066757865,0.4315185,25.0,0,0
70871423,70871000,197388,0.24015003,-0.02296783,0.45891008,25.0,0,0
71866990,71866565,197388,0.27445477,-0.065181196,0.483556,25.0,0,0
72869399,72867031,197388,0.3885506,-0.040053133,0.3945565,25.0,0,0
73867663,73866690,197388,0.365893,-0.0055267853,0.40184706,25.0,0,0
74869627,74867374,197388,0.32244205,-0.055047084,0.4267473,25.0,0,0
75868167,75867199,197388,0.36253363,-0.13474524,0.48258874,25.0,0,0
76867279,76866796,197388,0.2969246,-0.05837239,0.37327158,25.0,0,0
77867942,77867497,197388,0.32496187,-0.029453345,0.47400856,25.0,0,0
78868011,78866920,197388,0.3345667,-0.11667944,0.44076604,25.0,0,0
79868499,79867464,197388,0.3091135,-0.031587034,0.45248276,25.0,0,0
80868460,80867435,197388,0.3300463,-0.058493808,0.39200792,25.0,0,0
81867971,81866913,197388,0.30247444,-0.059738167,0.4123083,25.0,0,0
82868505,82867332,197388,0.40197313,-0.042197976,0.44354546,25.0,0,0
83868377,83867328,197388,0.34008515,-0.039270338,0.45101115,25.0,0,0
84868797,84867746,197388,0.24953906,-0.035531096,0.4404315,25.0,0,0
85868247,85867822,197388,0.3164183,-0.03382583,0.46608382,25.0,0,0
86864254,86863812,197388,0.32725218,-0.0241142,0.46191493,25.0,0,0
87868731,87867345,197388,0.35956413,-0.03443037,0.42494276,25.0,0,0
88867875,88867447,197388,0.28107122,0.02812276,0.4617881,25.0,0,0
89868565,89867341,197388,0.33571786,-0.07131537,0.4761185,25.0,0,0
90863570,90863110,197388,0.34573323,-0.049710464,0.4428302,25.0,0,0
91868471,91867482,197388,0.30877295,-0.042094417,0.45032865,25.0,0,0
92868324,92867895,197388,0.30125493,-0.05191698,0.4611554,25.0,0,0
93869278,93868131,197388,0.29801142,-0.036002252,0.45906678,25.0,0,0
94868274,94867845,197388,0.27803558,-0.02403365,0.4503622,25.0,0,0
95869196,95868163,197388,0.3048607,-0.04238181,0.44129035,25.0,0,0
96868696,96868107,197388,0.17172879,-0.012051016,0.50661224,25.0,0,0
97869157,97868240,197388,0.22444788,-0.06329125,0.55901074,25.0,0,0
98872002,98871561,197388,0.17678434,0.004067568,0.47963858,25.0,0,0
99868883,99867906,197388,0.15010564,-0.24753237,0.45941246,25.0,0,0
100864774,100864351,197388,0.15583338,-0.2924421,0.4202505,25.0,0,0
101870807,101868431,197388,0.057526562,-0.26756263,0.57157516,25.0,0,0
102864663,102864239,197388,0.12623525,-0.323713,0.4269931,25.0,0,0
103868336,103867791,197388,0.11715038,-0.32519525,0.4874397,25.0,0,0
104868929,104868507,197388,0.06766358,-0.31034344,0.48745397,25.0,0,0
105869223,105868306,197388,0.16722842,-0.26176307,0.5053491,25.0,0,0
106869333,106868421,197388,0.13516793,-0.33712137,0.4881175,25.0,0,0
107864847,107863889,197388,0.061450902,-0.3128561,0.46708107,25.0,0,0
108869653,108868575,197388,0.11540193,-0.3387959,0.463929,25.0,0,0
109864904,109864478,197388,0.057825457,-0.27164504,0.47457966,25.0,0,0
110868656,110868096,197388,0.12987633,-0.2955573,0.48274407,25.0,0,0
111865383,111864893,197388,0.047328606,-0.2936495,0.44221824,25.0,0,0
112869436,112869009,197388,0.09297003,-0.23658068,0.4628681,25.0,0,0
113869342,113868864,197388,0.10205409,-0.23617385,0.4314693,25.0,0,0
114869239,114868820,197388,0.108442895,-0.28108397,0.4789372,25.0,0,0
115871304,115868929,197388,-0.027423209,-0.24291287,0.52883977,25.0,0,0
116865292,116864864,197388,-0.0146815255,-0.28894055,0.5495626,25.0,0,0
117869341,117868410,197388,0.046565656,-0.2592938,0.53155357,25.0,0,0
118864681,118864208,197388,0.07735151,-0.29703486,0.49527296,25.0,0,0
119869205,119868728,197388,0.17996617,-0.209944,0.44756803,25.0,0,0
120868923,120868500,197388,0.30395737,0.14850909,0.51007783,25.0,0,0
121865039,121864574,197388,0.23860578,0.16704014,0.45221958,25.0,0,0
122869963,122868794,197388,0.28972042,0.041340124,0.44707474,25.0,0,0
123867522,123865149,197388,0.3718299,-0.0049625007,0.43145356,25.0,0,0
124865706,124865270,197388,0.34103182,0.05910882,0.4524954,25.0,0,0
125870202,125869140,197388,0.15878637,-0.14257863,0.5110342,25.0,0,0
126871536,126869163,197388,0.14220649,-0.3285939,0.44483045,25.0,0,0
127869483,127869060,197388,0.07875335,-0.3269536,0.39880663,25.0,0,0
128869854,128869423,197388,0.03911312,-0.30792502,0.4014332,25.0,0,0
129870896,129869900,197388,0.1821536,-0.27996942,0.40330094,25.0,0,0
130865819,130865386,197388,0.08314413,-0.2737138,0.4088496,25.0,0,0
131870297,131869365,197388,0.08434643,-0.27535522,0.42583984,25.0,0,0
132869564,132868951,197388,0.19801341,-0.25202057,0.4190848,25.0,0,0
133870595,133869375,197388,0.10786282,-0.2518146,0.44376305,25.0,0,0
134865325,134864906,197388,0.06764389,-0.22207874,0.4630983,25.0,0,0
135870747,135869691,197388,0.07292201,-0.31680518,0.3544533,25.0,0,0
136870878,136869457,197388,0.05087064,-0.27717066,0.39465696,25.0,0,0
137865918,137865485,197388,0.10546182,-0.27845246,0.48196587,25.0,0,0
138870145,138869714,197388,0.051956862,-0.23597947,0.40395257,25.0,0,0
139872060,139869431,197388,0.022030145,-0.29519206,0.41073778,25.0,0,0
140872579,140869881,197388,-0.037637774,-0.24739315,0.48693457,25.0,0,0
141866413,141865976,197388,-0.16648015,-0.12701793,0.5381695,25.0,0,0
142870002,142869550,197388,-0.14922775,-0.05309159,0.47049537,25.0,0,0
143871007,143870059,197388,-0.11025403,-0.02993083,0.55081874,25.0,0,0
144866488,144865513,197388,-0.2077756,-0.0643401,0.47523192,25.0,0,0
145865812,145865390,197388,-0.17701462,-0.109684885,0.5690732,25.0,0,0
146871398,146870029,197388,-0.15267515,-0.08973357,0.4629797,25.0,0,0
147871662,147870324,197388,-0.21709068,-0.14890632,0.5538461,25.0,0,0
148862725,148861894,197388,-0.15523252,-0.057957232,0.45624673,25.0,0,0
149870531,149869585,197388,-0.18702503,-0.09355962,0.5095423,25.0,0,0
150865924,150865499,197388,-0.17605752,-0.059030663,0.53960747,25.0,0,0
151866019,151865598,197388,-0.15260346,-0.09993359,0.48778337,25.0,0,0
152866815,152865728,197388,-0.19878368,-0.10387642,0.41492102,25.0,0,0
153871341,153870214,197388,-0.16197039,-0.12171075,0.47352934,25.0,0,0
154870753,154870319,197388,-0.1353135,-0.11075497,0.48816985,25.0,0,0
155867102,155866182,197388,-0.1824695,-0.062167477,0.53352416,25.0,0,0
156863146,156862711,197388,-0.15981784,-0.14689136,0.5184665,25.0,0,0
157871147,157870723,197388,-0.22747342,-0.124522924,0.45621565,25.0,0,0
158866625,158866203,197388,-0.18020971,-0.09026611,0.4270752,25.0,0,0
159867438,159866526,197388,-0.14811899,-0.10650039,0.47783038,25.0,0,0
160870755,160870320,197388,-0.17504153,-0.09448965,0.47658712,25.0,0,0
161871129,161870711,197388,-0.1812732,-0.1315621,0.477753,25.0,0,0
162867054,162866634,197388,-0.1708283,-0.12495209,0.4801492,25.0,0,0
163867526,163866447,197388,-0.18909417,-0.11794432,0.43802026,25.0,0,0
164871132,164870210,197388,-0.21156672,-0.15232876,0.48722306,25.0,0,0
165866686,165866253,197388,-0.15318175,-0.15208153,0.4167109,25.0,0,0
166868070,166866989,197388,-0.18156864,-0.06688179,0.5024336,25.0,0,0
167867342,167866903,197388,-0.16716409,-0.08359966,0.49427286,25.0,0,0
168871457,168870981,197388,-0.15494908,-0.13798589,0.4588535,25.0,0,0
169868177,169867143,197388,-0.1299472,-0.16823445,0.5066327,25.0,0,0
170868047,170867017,197388,-0.30387473,-0.1410827,0.41782886,25.0,0,0
171867148,171866729,197388,-0.274028,-0.20138113,0.4122686,25.0,0,0
172865268,172862897,197388,-0.22313708,-0.18022877,0.3134923,25.0,0,0
173867215,173866789,197388,-0.2766829,0.08042983,0.39113763,25.0,0,0
174871303,174870826,197388,-0.16963609,0.27676365,0.40653932,25.0,0,0
175873467,175871214,197388,0.032640677,0.2364209,0.48761323,25.0,0,0
176867913,176867369,197388,-0.11309858,0.24068797,0.49225017,25.0,0,0
177867295,177866868,197388,-0.10853219,0.21742964,0.48261777,25.0,0,0
178867687,178866672,197388,-0.11545199,0.20321015,0.48308584,25.0,0,0
179863909,179863368,197388,-0.07320584,0.28059876,0.45611492,25.0,0,0
180867582,180867153,197388,-0.10975503,0.22414866,0.46713176,25.0,0,0
181868029,181867560,197388,-0.13643065,0.26810476,0.49280393,25.0,0,0
182872686,182871602,197388,-0.07901392,0.24445358,0.46796283,25.0,0,0
183867826,183867249,197388,-0.11730843,0.1979836,0.43881014,25.0,0,0
184868438,184867455,197388,-0.1375185,0.24484883,0.44910386,25.0,0,0
185867453,185867028,197388,-0.1007696,0.25522646,0.4168404,25.0,0,0
186868265,186867075,197388,-0.13555875,0.2658778,0.5170482,25.0,0,0
187864390,187863912,197388,-0.122133486,0.17754559,0.5121241,25.0,0,0
188867606,188867181,197388,-0.09339762,0.23625349,0.44153026,25.0,0,0
189871960,189871494,197388,-0.1287371,0.23703377,0.469673,25.0,0,0
190867616,190867192,197388,-0.17216422,0.19300348,0.47593,25.0,0,0
191868028,191867607,197388,-0.12223829,0.1918007,0.45882937,25.0,0,0
192867551,192867126,197388,-0.23799285,0.26242977,0.43152976,25.0,0,0
193868960,193868046,197388,-0.17348702,0.124939054,0.49222818,25.0,0,0
194868302,194867746,197388,-0.23473728,0.16701497,0.43884924,25.0,0,0
195868299,195867826,197388,-0.2572466,0.18265706,0.45141262,25.0,0,0
196869005,196867963,197388,-0.2769199,0.19462945,0.46424863,25.0,0,0
197868396,197867355,197388,-0.16613148,0.22265922,0.36433405,25.0,0,0
198868445,198867962,197388,-0.22854817,0.16815369,0.4490548,25.0,0,0
199870571,199867523,197388,-0.18074693,0.1466878,0.46271992,25.0,0,0
200864412,200863992,197388,-0.17817734,0.16569328,0.4208705,25.0,0,0
201868796,201868334,197388,-0.20392779,0.16408624,0.44000182,25.0,0,0
202868691,202868228,197388,-0.20776916,0.14530419,0.4433362,25.0,0,0
203872254,203871782,197388,-0.18003368,0.18299711,0.4697288,25.0,0,0
204864674,204864137,197388,-0.24600232,0.20416336,0.44879523,25.0,0,0
205868108,205867668,197388,-0.25691217,0.1799308,0.41204914,25.0,0,0
206868618,206868186,197388,-0.20971124,0.21988216,0.45100698,25.0,0,0
207864637,207864144,197388,-0.17610154,0.22765969,0.39341295,25.0,0,0
208868821,208868393,197388,-0.16890942,0.20672895,0.4503011,25.0,0,0
209868237,209867806,197388,-0.19673136,0.14682287,0.4093284,25.0,0,0
210868702,210868282,197388,-0.21184689,0.23801641,0.42315644,25.0,0,0
211868880,211868440,197388,-0.19954169,0.22314133,0.4653953,25.0,0,0
212869348,212868820,197388,-0.251513,0.18589236,0.45480624,25.0,0,0
213869045,213868595,197388,-0.23920207,0.20956309,0.45946515,25.0,0,0
214865644,214864812,197388,-0.21096289,0.18423806,0.4420251,25.0,0,0
215868972,215867905,197388,-0.22931069,0.25647816,0.42614377,25.0,0,0
216869989,216868952,197388,-0.24073537,0.1956191,0.50206655,25.0,0,0
217869270,217868838,197388,-0.18618663,0.22229207,0.42779317,25.0,0,0
218865305,218864880,197388,-0.2245998,0.16245279,0.4718603,25.0,0,0
219869458,219868334,197388,-0.24392639,0.1939943,0.46111858,25.0,0,0
220869221,220868788,197388,-0.12941125,0.14448182,0.42332578,25.0,0,0
221865784,221864959,197388,-0.23694658,0.20489289,0.42435992,25.0,0,0
222869969,222868993,197388,-0.16210625,0.22783405,0.47907752,25.0,0,0
223869150,223868727,197388,-0.20239909,0.18662697,0.45467618,25.0,0,0
224869403,224868936,197388,-0.21227501,0.24870048,0.3885543,25.0,0,0
225869288,225868848,197388,-0.16143106,0.22918153,0.49207556,25.0,0,0
226865857,226865420,197388,-0.18469572,0.18455027,0.46542168,25.0,0,0
227865432,227864971,197388,-0.19397119,0.25625473,0.4330672,25.0,0,0
228865238,228864729,197388,-0.20297253,0.23783049,0.43531004,25.0,0,0
229870202,229869125,197388,-0.2004974,0.23752047,0.44900146,25.0,0,0
230869752,230869319,197388,-0.21382949,0.20442112,0.40134758,25.0,0,0
231869496,231869036,197388,-0.24553885,0.20931026,0.4363803,25.0,0,0
232865807,232865378,197388,-0.21545833,0.19797975,0.4741713,25.0,0,0
233870279,233869442,197388,-0.20128994,0.218782,0.45168093,25.0,0,0
234869851,234869304,197388,-0.2568574,0.17682624,0.4810228,25.0,0,0
235865353,235864929,197388,-0.19126086,0.2292209,0.49790984,25.0,0,0
236869708,236869284,197388,-0.23585685,0.21632779,0.5265963,25.0,0,0
237869984,237869560,197388,-0.2117419,0.2146141,0.44562197,25.0,0,0
238869730,238869293,197388,-0.19534604,0.21481155,0.49711815,25.0,0,0
239866480,239865531,197388,-0.16264032,0.15330108,0.43130395,25.0,0,0
240869739,240869312,197388,-0.19318096,0.16111094,0.5133715,25.0,0,0
241870039,241869501,197388,-0.20965016,0.14583604,0.44122833,25.0,0,0
242866737,242865755,197388,-0.26606527,0.20949958,0.43082115,25.0,0,0
243869470,243869044,197388,-0.22103465,0.1837016,0.44194987,25.0,0,0
244870169,244869699,197388,-0.25518382,0.28170702,0.42283,25.0,0,0
245870156,245869735,197388,-0.16905665,0.1360321,0.54919124,25.0,0,0
246870150,246869213,197388,-0.15095653,0.18229294,0.4766666,25.0,0,0
247870620,247869652,197388,-0.16801514,0.2325711,0.46298814,25.0,0,0
248870734,248869906,197388,-0.21244264,0.23444396,0.46711645,25.0,0,0
249867406,249866231,197388,-0.14610402,0.22563052,0.4630419,25.0,0,0
250866322,250865854,197388,-0.23228218,0.18052714,0.4587433,25.0,0,0
251870378,251869957,197388,-0.17019156,0.20607044,0.43290707,25.0,0,0
252870144,252869716,197388,-0.21083413,0.19854143,0.4846204,25.0,0,0
253866324,253865900,197388,-0.21898101,0.21658903,0.49891132,25.0,0,0
254870877,254869967,197388,-0.16696702,0.205245,0.4873033,25.0,0,0
255870980,255870074,197388,-0.23029621,0.28433764,0.5032745,25.0,0,0
256866237,256865776,197388,-0.21487856,0.24230903,0.3953886,25.0,0,0
257867518,257866485,197388,-0.221048,0.21599865,0.50681853,25.0,0,0
258866792,258866361,197388,-0.19857058,0.19027725,0.46803817,25.0,0,0
259870817,259870395,197388,-0.16530816,0.20627868,0.49030593,25.0,0,0
260866859,260866437,197388,-0.16783369,0.2348244,0.49949804,25.0,0,0
261866951,261866530,197388,0.20300986,0.27521423,0.45546597,25.0,0,0
262870430,262869942,197388,0.27008337,-0.0294623,0.4503975,25.0,0,0
263866784,263866317,197388,0.24898455,0.017463654,0.37163123,25.0,0,0
264867199,264866766,197388,0.28783727,-0.058212798,0.423452,25.0,0,0
265866993,265866558,197388,0.26664096,0.017084798,0.49981943,25.0,0,0
266870985,266870562,197388,0.2802666,-0.09663422,0.4343082,25.0,0,0
267867469,267866553,197388,0.25122577,-0.03890688,0.4676763,25.0,0,0
268866439,268866020,197388,0.28715178,-0.064561054,0.44148272,25.0,0,0
