timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
80671579,80671577,1310988,-0.16225012,0.08763777,0.13798544,25.0,0,1
81671747,81671746,1310988,-0.060255423,-0.059802625,-0.05343309,25.0,0,1
82666861,82666860,1310988,0.047820687,0.022709752,-0.025347063,25.0,0,1
83671844,83671843,1310988,0.04710286,0.11078561,0.0693619,25.0,0,1
84671553,84671552,1310988,0.2083198,-0.008930358,-0.071831465,25.0,0,1
85671606,85671604,1310988,0.069585726,-0.021050096,0.0002973624,25.0,0,1
86671009,86671007,1310988,0.1260747,-0.07550651,0.13349001,25.0,0,1
87671486,87671485,1310988,0.096251056,0.051326465,0.06675284,25.0,0,1
88671401,88671399,1310988,-0.022457287,0.031388853,-0.032943215,25.0,0,1
89659926,89659925,1310988,0.04009861,-0.08081908,0.1136693,25.0,0,1
90671501,90671500,1310988,0.087327905,-0.05534491,-0.013081361,25.0,0,1
91672000,91671999,1310988,0.05153398,-0.17368092,0.13088919,25.0,0,1
92663541,92663539,1310988,-0.010681688,-0.07114967,0.06991947,25.0,0,1
93672003,93672002,1310988,0.05277074,-0.16538829,-0.08397947,25.0,0,1
94671693,94671692,1310988,0.10900113,-0.2110255,0.028979983,25.0,0,1
95671665,95671664,1310988,0.20288289,0.005555073,-0.0068449564,25.0,0,1
96668043,96668042,1310988,-0.14542864,-0.0179877,-0.032885306,25.0,0,1
97672186,97672185,1310988,0.08125661,0.027809285,-0.06377249,25.0,0,1
98668274,98668273,1310988,0.16831349,0.40368816,0.9586932,25.0,0,1
99671800,99671798,1310988,-0.47133237,-0.69037026,0.7629302,25.0,0,1
100672352,100672351,1310988,-0.095576584,0.34701103,-0.15668637,25.0,0,1
101671844,101671843,1310988,-0.023821756,-0.07943862,0.018350117,25.0,0,1
102671937,102671935,1310988,0.005425639,-0.111151755,-0.07007172,25.0,0,1
103672333,103672332,1310988,0.03259369,0.09085372,0.057346497,25.0,0,1
104672497,104672496,1310988,0.13125464,0.0072564404,0.039218903,25.0,0,1
105672112,105672111,1310988,0.48236817,-0.53333783,0.07561694,25.0,0,1
106672622,106672621,1310988,-0.033903733,0.0028830862,0.17600627,25.0,0,1
107668424,107668423,1310988,-0.10161906,-0.05595945,0.040092476,25.0,0,1
108668335,108668334,1310988,0.085482076,0.053510655,0.096679665,25.0,0,1
109672008,109672007,1310988,-0.058244452,-0.008714929,0.07034546,25.0,0,1
110672295,110672294,1310988,-0.09783272,-0.08270819,0.17540404,25.0,0,1
111672254,111672253,1310988,-0.062965795,0.039593488,0.08513251,25.0,0,1
112668505,112668503,1310988,-0.07939109,0.19281241,0.08284882,25.0,0,1
113672086,113672085,1310988,-0.0861117,-0.084931225,-0.051399536,25.0,0,1
114668035,114668034,1310988,-0.056679055,-0.12901759,-0.0006562234,25.0,0,1
115672775,115672774,1310988,0.6924777,1.1201441,0.44577545,25.0,0,1
116672969,116672968,1310988,-0.07361495,-0.09927507,-0.27879107,25.0,0,1
117668619,117668618,1310988,-0.046072654,0.06267433,-0.08128407,25.0,0,1
118673031,118673030,1310988,0.117403686,-0.11923361,-0.027881887,25.0,0,1
119672760,119672759,1310988,-0.04840277,0.060967404,-0.9731553,25.0,0,1
120672949,120672948,1310988,-0.37459576,0.3625918,-1.2215501,25.0,0,1
121669357,121669356,1310988,0.17775807,0.004503986,0.3984617,25.0,0,1
122672306,122672304,1310988,-0.28582662,-0.5397178,0.13034022,25.0,0,1
123672464,123672463,1310988,-0.02540529,-0.19115111,-0.14165325,25.0,0,1
124669267,124669266,1310988,0.18593878,0.43654713,0.33131826,25.0,0,1
125669212,125669210,1310988,0.33579,-0.2817178,0.9339563,25.0,0,1
126673389,126673388,1310988,-0.11685089,-0.03676964,0.43224943,25.0,0,1
127673250,127673249,1310988,-0.14904252,0.271285,-0.046527676,25.0,0,1
128669419,128669417,1310988,0.058598932,-0.07833036,0.009282123,25.0,0,1
129673450,129673449,1310988,-0.11039316,0.024875345,-0.0680475,25.0,0,1
130673348,130673346,1310988,-0.17805588,0.052102625,0.006646438,25.0,0,1
131668973,131668972,1310988,-0.044277783,-0.058069486,0.08567021,25.0,0,1
132668949,132668947,1310988,0.07125098,0.040143725,-0.024340656,25.0,0,1
133674168,133674167,1310988,0.12617266,0.08397216,-0.07990896,25.0,0,1
134672913,134672912,1310988,0.08438549,0.099861436,0.010086422,25.0,0,1
135669685,135669684,1310988,-1.3499322,1.3424504,0.13705064,25.0,0,1
136673016,136673015,1310988,0.01611373,0.08683415,0.12178036,25.0,0,1
137673755,137673754,1310988,-0.03205041,0.11684715,0.062482137,25.0,0,1
138669095,138669094,1310988,-0.09308217,0.365319,-0.02847023,25.0,0,1
139669526,139669525,1310988,0.0754204,-0.0033620396,-0.05063961,25.0,0,1
140673872,140673871,1310988,0.118111245,-0.12962088,0.022825629,25.0,0,1
141669776,141669775,1310988,-0.42298868,0.09332872,0.80883884,25.0,0,1
142669963,142669962,1310988,-0.1806299,-0.2500529,0.17264795,25.0,0,1
143666360,143666359,1310988,-0.20170514,0.044830903,0.022270339,25.0,0,1
144673377,144673376,1310988,-0.088123046,-0.020093275,-0.01044814,25.0,0,1
145669651,145669650,1310988,-0.035596006,0.10088567,3.183505e-05,25.0,0,1
146665639,146665638,1310988,-0.086581595,0.075874545,-0.035075188,25.0,0,1
147674355,147674354,1310988,-0.14301576,0.19556461,-0.06688502,25.0,0,1
148670040,148670039,1310988,0.2994906,-0.018005118,-0.0656758,25.0,0,1
149666006,149666005,1310988,0.027489768,0.018599307,-0.06544837,25.0,0,1
150670293,150670292,1310988,0.14469393,-0.040284812,-0.060779836,25.0,0,1
151674161,151674159,1310988,0.03956948,0.03965877,-0.025854142,25.0,0,1
152670202,152670201,1310988,-0.057999462,0.040069412,0.030720357,25.0,0,1
153670249,153670247,1310988,0.103428766,-0.028756987,-0.007894411,25.0,0,1
154666214,154666213,1310988,-0.04716398,0.12198835,-0.0052000806,25.0,0,1
155673979,155673978,1310988,0.052731637,0.20802332,0.1290727,25.0,0,1
156670418,156670416,1310988,-0.08826983,-0.006486191,0.0058430014,25.0,0,1
157670419,157670418,1310988,0.044748694,0.07238248,-0.0031528338,25.0,0,1
158674000,158673999,1310988,0.019510677,-0.13288517,0.06166338,25.0,0,1
159670280,159670279,1310988,-0.073937036,0.08111424,0.06592647,25.0,0,1
160670554,160670553,1310988,-0.043056656,-0.040249232,0.03791626,25.0,0,1
161670454,161670453,1310988,0.026765715,-0.048723646,0.0052546696,25.0,0,1
162670450,162670448,1310988,-0.09961969,0.16338952,0.04891595,25.0,0,1
163669927,163669925,1310988,-0.07989354,0.14782035,-0.12501393,25.0,0,1
164670789,164670787,1310988,-0.04533546,-0.1744514,-0.0034208063,25.0,0,1
165670958,165670956,1310988,-0.13999908,0.11879397,0.09473244,25.0,0,1
166670339,166670338,1310988,-0.10355929,-0.047821797,-0.080370374,25.0,0,1
167670146,167670145,1310988,-0.014224255,-0.15405558,0.056366608,25.0,0,1
168670427,168670426,1310988,0.12005591,-0.008661127,-0.013055362,25.0,0,1
169675004,169675003,1310988,-0.13413003,-0.047398917,-0.08833771,25.0,0,1
170671016,170671015,1310988,0.015790207,0.10578353,-0.068818375,25.0,0,1
171670758,171670756,1310988,-0.0609998,0.03798565,-0.03605243,25.0,0,1
172670824,172670823,1310988,-0.06764094,0.0022838588,-0.17071971,25.0,0,1
173670827,173670825,1310988,-0.07968145,-0.22593601,1.2566161,25.0,0,1
174667180,174667179,1310988,0.18615039,-0.054587394,0.8148207,25.0,0,1
175671207,175671206,1310988,0.06527629,-0.12046417,-0.15651575,25.0,0,1
176670939,176670937,1310988,-0.035113074,0.48247594,0.06263362,25.0,0,1
177671283,177671282,1310988,0.03466914,-0.043748744,0.058791723,25.0,0,1
178666893,178666892,1310988,-0.04719596,0.01819749,0.0020252927,25.0,0,1
179670821,179670820,1310988,0.048700426,-0.02871517,-0.042125035,25.0,0,1
180671269,180671268,1310988,-0.035832398,6.7220964e-05,0.10833566,25.0,0,1
181671443,181671442,1310988,-0.09302418,-0.030841826,-0.060717847,25.0,0,1
182671192,182671191,1310988,0.016312746,-0.06921324,-0.02922669,25.0,0,1
183671260,183671259,1310988,-0.12814038,-0.018537046,0.0299257,25.0,0,1
184671458,184671457,1310988,0.035027675,-0.005192186,0.03715774,25.0,0,1
185667560,185667559,1310988,0.005164051,-0.12069752,-0.055405837,25.0,0,1
186671366,186671365,1310988,-0.046751276,0.014539115,0.14058667,25.0,0,1
187671668,187671667,1310988,0.07963508,-0.040326577,0.008877745,25.0,0,1
188670836,188670835,1310988,-0.0055688927,0.20287059,-0.08793488,25.0,0,1
189671557,189671556,1310988,-0.002632045,-0.007461657,0.11645688,25.0,0,1
190671680,190671679,1310988,0.26973787,-0.049830906,0.021461632,25.0,0,1
191671681,191671680,1310988,-0.045003388,-0.07903221,0.08324992,25.0,0,1
192671604,192671603,1310988,-0.070140965,0.03979205,-0.09808121,25.0,0,1
193671538,193671537,1310988,0.038380314,0.0783594,0.060289685,25.0,0,1
194667523,194667522,1310988,-0.11781125,0.033191945,0.13920687,25.0,0,1
195671967,195671965,1310988,-0.11715278,0.07676834,0.100044854,25.0,0,1
196671902,196671901,1310988,0.039097916,0.03326174,-0.06519162,25.0,0,1
197671956,197671955,1310988,-0.071240306,0.06274098,0.07516393,25.0,0,1
198671997,198671995,1310988,0.016327428,-0.0071809026,0.021522967,25.0,0,1
199672009,199672008,1310988,0.111225754,0.061550956,0.19118586,25.0,0,1
200672156,200672155,1310988,0.23681045,-0.053502936,0.0050223484,25.0,0,1
201671998,201671997,1310988,0.060987413,0.095094025,-0.06651964,25.0,0,1
202671903,202671902,1310988,0.09692286,0.065212585,-0.023434391,25.0,0,1
203671963,203671962,1310988,-0.07038115,-0.0034308408,0.035659548,25.0,0,1
204672332,204672331,1310988,0.13918819,0.02306861,0.08180634,25.0,0,1
205672209,205672207,1310988,-0.053483568,0.05758684,-0.058100425,25.0,0,1
206668378,206668377,1310988,-0.1532873,0.06487025,0.03106811,25.0,0,1
207672112,207672111,1310988,-0.06697277,-0.029727977,-0.028601011,25.0,0,1
208667901,208667900,1310988,-0.07188654,-0.032526366,-0.004117204,25.0,0,1
209672502,209672501,1310988,0.084848985,0.075009555,-0.020228272,25.0,0,1
210672586,210672585,1310988,0.19230121,0.1711094,0.047608122,25.0,0,1
211672575,211672574,1310988,0.024064813,0.00439676,-0.07357496,25.0,0,1
212672446,212672444,1310988,-0.04136221,0.12936193,0.049936596,25.0,0,1
213672544,213672543,1310988,0.2230596,0.13062455,0.095785156,25.0,0,1
214672691,214672690,1310988,0.16765416,0.053830165,-0.11674214,25.0,0,1
215668687,215668686,1310988,-0.012655247,0.044541717,0.023104206,25.0,0,1
216672898,216672897,1310988,-0.07018752,0.09798071,-0.0012460457,25.0,0,1
217672822,217672821,1310988,-0.13196637,0.11454804,0.09318313,25.0,0,1
218672232,218672231,1310988,-0.0141712995,0.026731854,0.07917234,25.0,0,1
219665000,219664999,1310988,-0.028889311,-0.011266308,-0.039560467,25.0,0,1
220672260,220672259,1310988,-0.027141107,-0.22722435,0.1421505,25.0,0,1
221665506,221665505,1310988,0.052620806,0.06966741,0.055818524,25.0,0,1
222668468,222668467,1310988,0.04174778,-0.0028374793,0.117856905,25.0,0,1
223673029,223673028,1310988,-0.043034505,-0.12790786,0.11670396,25.0,0,1
224673095,224673094,1310988,0.0048632915,-0.06850041,0.028448401,25.0,0,1
225673253,225673251,1310988,0.07833716,-0.0055338065,0.035648055,25.0,0,1
226668831,226668829,1310988,0.018232154,0.095272,-0.020337498,25.0,0,1
227673012,227673010,1310988,-0.03919179,0.098208666,0.050353818,25.0,0,1
228672994,228672993,1310988,0.27064067,-0.090834685,-0.08656345,25.0,0,1
229669252,229669251,1310988,-0.120716535,-0.09281754,-0.10653312,25.0,0,1
230673420,230673419,1310988,0.017438624,-0.011179201,0.07035625,25.0,0,1
231673180,231673179,1310988,-0.097742185,-0.0024414912,0.14279822,25.0,0,1
232673283,232673282,1310988,-0.09216269,0.14141685,0.08597347,25.0,0,1
233669445,233669444,1310988,-0.082925424,-0.175274,0.05119723,25.0,0,1
234673323,234673322,1310988,-0.15421814,0.007967651,0.10077722,25.0,0,1
235673166,235673165,1310988,-0.03791986,0.108281575,0.014901016,25.0,0,1
236669918,236669916,1310988,0.022540417,0.05202372,0.13573954,25.0,0,1
237669554,237669553,1310988,-0.038576514,-0.061446834,0.07591471,25.0,0,1
238673723,238673722,1310988,-0.0075334185,-0.0435319,-0.009254649,25.0,0,1
239673640,239673639,1310988,-0.053620577,0.21008809,0.03319782,25.0,0,1
240669394,240669393,1310988,0.09385254,0.0113144545,0.11976087,25.0,0,1
241673512,241673511,1310988,-0.011938221,0.036206815,0.10038588,25.0,0,1
242673645,242673644,1310988,0.0074991034,-0.08551787,0.05117197,25.0,0,1
243669594,243669593,1310988,-0.11068388,0.04780872,0.123849526,25.0,0,1
244669491,244669489,1310988,-0.06849676,-0.0016642092,0.11557757,25.0,0,1
245669979,245669978,1310988,-0.02062849,0.032729503,-0.093723185,25.0,0,1
246673770,246673768,1310988,0.041429613,-0.09661268,0.04794291,25.0,0,1
247669690,247669689,1310988,-0.10353218,-0.1340695,-0.055971924,25.0,0,1
248669816,248669815,1310988,0.14340372,0.21218756,0.118303515,25.0,0,1
249673226,249673225,1310988,-0.023713836,0.018835671,0.008192361,25.0,0,1
250670345,250670343,1310988,-0.18931761,0.14400952,0.031248273,25.0,0,1
251666000,251665998,1310988,-0.090471715,0.08619332,-0.057641096,25.0,0,1
252673966,252673965,1310988,-0.08117985,0.06493186,0.107028715,25.0,0,1
253674299,253674297,1310988,-0.08244694,-0.060242407,0.09823219,25.0,0,1
254669509,254669508,1310988,0.0202126,-0.030012056,-0.07429612,25.0,0,1
255670145,255670144,1310988,0.0020397769,-0.10843434,0.047306135,25.0,0,1
256669959,256669957,1310988,-0.060917202,0.074977145,0.08368292,25.0,0,1
257670100,257670098,1310988,-0.13182536,-0.12543462,0.13119175,25.0,0,1
258670251,258670250,1310988,-0.13006656,0.09018684,0.03825289,25.0,0,1
259670388,259670387,1310988,0.17752352,-0.069005325,-0.11177539,25.0,0,1
260674325,260674324,1310988,0.038598116,0.0058978205,0.059296057,25.0,0,1
261670464,261670463,1310988,-0.12892301,0.08595138,-18.09586,25.0,0,1
262669810,262669809,1310988,0.047358885,-0.014072558,0.07578183,25.0,0,1
263674355,263674354,1310988,0.40090504,0.44606772,0.10371348,25.0,0,1
264666361,264666360,1310988,-0.021717774,-0.02274545,0.067565784,25.0,0,1
265670668,265670667,1310988,0.005939498,0.025246525,0.0999341,25.0,0,1
266666512,266666511,1310988,0.0008081385,-0.07564551,0.04428454,25.0,0,1
267670597,267670596,1310988,-0.09936542,-0.0040394394,0.063701354,25.0,0,1
268666931,268666929,1310988,-0.015103061,0.03889839,0.060824886,25.0,0,1
