timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
52366971,52366703,0.99993145,0.0012126244,-0.010863122,-0.004192968,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
52866652,52866388,0.9999629,3.6372763e-05,-0.007958324,-0.0033013402,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
53370209,53369938,0.99996006,-0.00393857,-0.006689188,-0.0044405134,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
53870582,53870324,0.99997073,-0.0022015239,-0.0064490503,-0.0034956697,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
54366390,54366127,0.99994695,0.0029333069,-0.0087261265,-0.0046350895,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
54866006,54865745,0.999954,0.0011677443,-0.008749075,-0.0037729996,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
55366715,55366446,0.99994624,0.0021853226,-0.009629639,-0.0031753043,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
55866342,55866084,0.99996,0.0011748358,-0.008149479,-0.003504721,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
56366171,56365909,0.9999451,4.091596e-05,-0.0101628145,-0.0025516504,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
56867125,56866866,0.99982363,0.0024821542,-0.017693795,-0.0058038393,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
57366808,57366543,0.99970716,0.0005297281,-0.023728628,-0.004740499,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
57866883,57866621,0.9997292,-0.0018770779,-0.022779286,-0.0043641045,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
58367013,58366751,0.9995653,-0.0007476923,-0.028986137,-0.0053459476,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
58866909,58866636,0.9994312,-0.0046050833,-0.032868817,-0.0059863166,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
59366765,59366500,0.99953705,-0.0033917222,-0.029781442,-0.0052243224,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
59867078,59866819,0.9995661,-0.007202733,-0.02812797,-0.00496046,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
60367156,60366890,0.9997507,-0.0061593405,-0.020908006,-0.004855351,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
60866824,60866562,0.99982476,-0.0062144203,-0.016440455,-0.0064562554,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
61366963,61366700,0.9998185,-0.005611273,-0.016267922,-0.008182912,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
61855959,61855703,0.9998024,-0.00619102,-0.017954193,-0.005875185,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
62366762,62366490,0.9998235,-0.0057913456,-0.017172975,-0.0049587977,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
62866689,62866424,0.99986607,-0.011115992,-0.009737777,-0.0070452136,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
63366655,63366381,0.9999137,-0.010977786,-0.0046425033,-0.0055319513,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
63867085,63866822,0.9999617,-0.0057743867,-0.0021571163,-0.0062314756,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
64370501,64370236,0.9999393,-0.004928301,-0.006257532,-0.007608983,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
64867042,64866784,0.9999444,-0.003177788,-0.00858114,-0.0052607805,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
65367257,65366991,0.99991447,-0.0049090628,-0.01011571,-0.006679675,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
65866655,65866391,0.99994797,-0.0064217714,-0.0052780267,-0.0059267804,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
