timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
72377145,72377115,0.6161363,4.712825e-06,-0.07204801,1.0010839,0.00057614397,1.0,1
72475644,72475608,0.6158197,4.675676e-06,0.9200114,1.0010746,0.09394582,1.0,1
72576017,72575982,0.61561066,4.639364e-06,0.26786196,1.001063,0.00796376,1.0,1
72676756,72676725,0.6153239,4.6041196e-06,0.47053108,1.0010505,0.024574129,1.0,1
72777288,72777255,0.61517304,4.5697284e-06,0.4763726,1.0010545,0.025187979,1.0,1
72875860,72875829,0.6150731,4.53494e-06,0.31926364,1.001065,0.011313425,1.0,1
72973236,72973201,0.61482465,4.500006e-06,0.17080978,1.0010501,0.0032383748,1.0,1
73076465,73076430,0.61453235,4.4676744e-06,0.07398811,1.0010347,0.0006076202,1.0,1
73180111,73180080,0.6142312,4.430625e-06,0.15185767,1.0010207,0.0025596935,1.0,1
73271475,73271439,0.61404985,4.40251e-06,0.4821288,1.0010169,0.02580134,1.0,1
73376720,73376685,0.61385745,4.3732484e-06,0.23826271,1.0010107,0.0063013113,1.0,1
73476113,73476078,0.61376256,4.3425375e-06,-0.044642925,1.0010165,0.00022121855,1.0,1
73575590,73575555,0.6137043,4.306109e-06,-0.34519273,1.0010226,0.013226256,1.0,1
73677293,73677259,0.6136624,4.2757856e-06,0.69515944,1.0010315,0.05363874,1.0,1
73768803,73768770,0.61355335,4.248884e-06,-0.048838973,1.0010267,0.00026475542,1.0,1
73875306,73875276,0.61353624,4.22059e-06,0.26239386,1.0010366,0.007642138,1.0,1
73972055,73972015,0.61342835,4.1959393e-06,-0.4427747,1.0010315,0.021760825,1.0,1
74072738,74072706,0.61334586,4.1660383e-06,0.30665243,1.0010657,0.010437288,1.0,1
74176164,74176133,0.6131697,4.1300623e-06,0.4693687,1.0010602,0.024452627,1.0,1
74276826,74276794,0.61289364,4.1009043e-06,0.21021023,1.0010251,0.004904788,1.0,1
74376158,74376127,0.6128009,4.0730392e-06,0.2549352,1.0010197,0.0072139725,1.0,1
74472121,74472090,0.6127271,4.0445857e-06,-0.12763953,1.0010095,0.0018083801,1.0,1
74581308,74581277,0.61270267,4.0142313e-06,0.074966446,1.0010096,0.00062381104,1.0,1
74673184,74673153,0.61260945,3.99089e-06,-0.2030001,1.0009989,0.004574213,1.0,1
74775743,74775712,0.61251926,3.96651e-06,0.035906136,1.0009893,0.00014310848,1.0,1
74876204,74876173,0.6124488,3.9412676e-06,0.41608936,1.0009894,0.01921769,1.0,1
74976680,74976648,0.6123632,3.916289e-06,-0.1733948,1.0009758,0.0033373828,1.0,1
75075547,75075515,0.6123217,3.8911808e-06,0.15515153,1.0009792,0.00267205,1.0,1
75176775,75176744,0.6123264,3.8673484e-06,-0.1385988,1.00098,0.0021323133,1.0,1
