timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
120689492,1310988,1310988,0,0,0,0,0,242.94072,242.94072,242.94072,242.94072,0.0050802664,0.0008376082,2.7024753e-06,-0.19389302,-0.14633866,-12.684349,-0.12670396,0.27446535,-1.3258126,25.0,25.0
121709156,1310988,1310988,0,0,0,0,0,242.94072,242.94072,242.94072,242.94072,0.0056581255,0.00044874402,6.533941e-07,-0.08470476,-0.17672437,-11.497989,0.055661574,0.051581666,0.48335207,25.0,25.0
122741406,1310988,1310988,0,0,0,0,0,242.94072,242.94072,242.94072,242.94072,0.007873863,0.0008554695,1.5695409e-06,-0.07584342,-0.15712129,-12.027348,-0.2635765,-0.21601704,0.07918711,25.0,25.0
123732523,1310988,1310988,0,0,0,0,0,243.18448,243.18448,243.18448,243.18448,0.0059328997,0.00055064115,7.786218e-07,-0.05427853,-0.09354458,-9.505541,-0.13121085,-0.2981068,-0.22293079,25.0,25.0
124748765,1310988,1310988,0,0,0,0,0,243.18448,243.18448,243.18448,243.18448,0.005397374,0.00046968862,4.5684445e-07,-0.09381107,-0.18406938,-7.105129,0.092940055,0.38720912,0.40125826,25.0,25.0
125693056,1310988,1310988,0,0,0,0,0,242.90562,242.90562,242.90562,242.90562,0.0038618376,0.0005307163,1.2112938e-06,-0.0983652,-0.15961094,-9.903361,0.39001018,-0.14191233,0.96586156,25.0,25.0
126737537,1310988,1310988,0,0,0,0,0,243.14975,243.14975,243.14975,243.14975,0.003639793,0.00046684447,8.428122e-07,-0.16967027,-0.08857836,-10.06981,-0.2530158,-0.20285347,0.3272158,25.0,25.0
127761370,1310988,1310988,0,0,0,0,0,243.14975,243.14975,243.14975,243.14975,0.0043591675,0.00038888433,4.585033e-07,-0.7541363,-0.17043595,-9.6314745,-0.17190321,0.32685116,-0.01848776,25.0,25.0
128673439,1310988,1310988,0,0,0,0,0,243.39734,243.39734,243.39734,243.39734,0.0041354685,0.00033723534,2.005526e-07,-0.8392272,-0.18277363,-9.580898,0.050811283,-0.05119898,0.015917845,25.0,25.0
129693636,1310988,1310988,0,0,0,0,0,243.39734,243.39734,243.39734,243.39734,0.00417187,0.00033459693,1.16582385e-07,-0.9360472,-0.16931571,-9.510768,-0.008682601,0.045196764,0.011752226,25.0,25.0
130717676,1310988,1310988,0,0,0,0,0,243.39734,243.39734,243.39734,243.39734,0.0055392026,0.0003404944,9.7625076e-08,-0.99065346,-0.2098769,-9.463868,-0.014047894,0.015929917,0.027394846,25.0,25.0
131749190,1310988,1310988,0,0,0,0,0,243.39734,243.39734,243.39734,243.39734,0.0037994308,0.00032245598,1.0042951e-07,-1.0652908,-0.18476228,-9.44689,0.0107860295,0.028742878,0.027943052,25.0,25.0
132673372,1310988,1310988,0,0,0,0,0,243.39734,243.39734,243.39734,243.39734,0.0033187715,0.00033646298,9.414458e-08,-1.0635109,-0.24355702,-9.521301,0.020274784,-9.8439654e-05,0.011364816,25.0,25.0
133729663,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.0035584,0.00031900973,9.743791e-08,-1.1143492,-0.14992566,-9.472588,-0.015764097,0.03206467,0.0023537462,25.0,25.0
134753351,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.0056799063,0.00032470218,1.1029068e-07,-1.0731158,-0.29906157,-9.614802,0.033582453,-0.0060192216,0.04184465,25.0,25.0
135665962,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.0048015877,0.0003620333,1.8907757e-07,-0.9543134,-0.15571441,-10.816033,-0.29458755,0.2960116,0.035425585,25.0,25.0
136685776,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.005278433,0.0004199519,2.8440434e-07,-0.93085,-0.20185995,-9.505611,0.05112822,0.017726595,-0.061270725,25.0,25.0
137705797,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.004423333,0.00034314813,1.184444e-07,-1.0294656,-0.19219285,-9.421494,-0.039844394,0.009100251,-0.033840567,25.0,25.0
138729454,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.0038746372,0.00037181718,2.260428e-07,-1.0037807,-0.26727757,-8.039134,-0.035627566,0.38973343,-0.028081095,25.0,25.0
139753958,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.0054889773,0.00037108746,1.4060879e-07,-0.631976,-0.24646871,-9.193551,0.021039706,0.052811526,-0.012201173,25.0,25.0
140681611,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.004731355,0.0003364423,1.0606704e-07,-0.3683927,-0.2613883,-9.45925,0.051077977,0.018806696,0.006504478,25.0,25.0
141701770,1310988,1310988,0,0,0,0,0,243.6412,243.6412,243.6412,243.6412,0.0033018931,0.00048298287,9.916824e-07,-0.2039547,-0.21828315,-9.52698,-0.36638436,0.05915203,0.9336595,25.0,25.0
142674029,1310988,1310988,0,0,0,0,0,243.88818,243.88818,243.88818,243.88818,0.00431608,0.00050866976,8.141724e-07,-0.30390817,-0.19122359,-9.646863,-0.06561465,-0.11651904,0.3820766,25.0,25.0
143702390,1310988,1310988,0,0,0,0,0,243.88818,243.88818,243.88818,243.88818,0.004061586,0.00041528544,3.709212e-07,-0.66292465,-0.18592218,-9.784757,-0.07592873,0.08026882,0.026356272,25.0,25.0
