timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
36756335,0.0,0.0,49.351593,0.0,0.0,0.0,0.0,1,0,0,0
37751314,40.154029597077056,116.25936837926261,49.624783,-0.011444509,-0.018759985,-0.27319035,-0.0051807836,1,1,1,0
42825451,40.154030487617845,116.25936828093121,49.653187,0.08757911,-0.027116954,-0.30159333,-0.0029341234,1,1,1,0
44651178,40.15403077411512,116.25936814366467,49.644253,0.11943615,-0.038782936,-0.29266003,-0.0016604271,1,1,1,0
49036262,40.15403077411512,116.25936814366467,49.644253,0.11943615,-0.038782936,-0.29266003,-0.020758107,1,1,1,0
268738313,40.153900868752366,116.26132316614793,44.754356,-14.323554,166.1146,4.597236,0.036945224,1,1,1,0
