timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
189160610,189149631,197388,-0.1265959,0.2402088,0.44297802,0
189676012,189665689,197388,-0.1311225,0.22620682,0.43900117,0
190163911,190153497,197388,-0.12891531,0.22474018,0.43451065,0
190668111,190657803,197388,-0.117585145,0.23394011,0.447365,0
191164285,191153387,197388,-0.12302506,0.24830696,0.46703935,0
191656604,191645681,197388,-0.10343751,0.2264102,0.45636588,0
192171979,192163322,197388,-0.1423696,0.24572629,0.450777,0
192668186,192657758,197388,-0.21706733,0.23468432,0.4413968,0
193157179,193145775,197388,-0.2121073,0.24003261,0.43098292,0
193656783,193647608,197388,-0.20151623,0.2135953,0.41572005,0
194164443,194153994,197388,-0.21827474,0.19392411,0.44338974,0
194668532,194659528,197388,-0.2006477,0.17513491,0.41995463,0
195168914,195160165,197388,-0.25506985,0.19388007,0.4546915,0
195665511,195655864,197388,-0.23993818,0.184461,0.45439932,0
196160983,196152032,197388,-0.23810337,0.21162598,0.4293099,0
196660717,196652043,197388,-0.21621571,0.21555315,0.4650866,0
197168357,197160970,197388,-0.2000549,0.18869105,0.3985585,0
197664487,197653967,197388,-0.19355659,0.22023235,0.4334241,0
198156931,198147998,197388,-0.2001705,0.2232772,0.45890436,0
198664554,198653998,197388,-0.20336412,0.19351101,0.45495665,0
199169092,199157744,197388,-0.17680275,0.17720082,0.43582854,0
199668650,199658232,197388,-0.22179636,0.19055372,0.46341676,0
200160599,200150111,197388,-0.17408249,0.21337637,0.4224306,0
200656679,200646165,197388,-0.20360082,0.21250777,0.4378701,0
201161098,201150184,197388,-0.1546456,0.17538533,0.44483316,0
201668321,201657991,197388,-0.1932575,0.21754983,0.44563362,0
202168673,202159935,197388,-0.17439349,0.2184681,0.4813219,0
202672401,202661969,197388,-0.19075064,0.17916438,0.44645238,0
203164591,203156141,197388,-0.20368646,0.19134246,0.46296903,0
203668995,203658123,197388,-0.20869637,0.20259953,0.45304066,0
204172729,204161998,197388,-0.19950587,0.2083137,0.4395973,0
204677426,204666426,197388,-0.19781063,0.20282468,0.4571104,0
205153510,205144203,197388,-0.22405405,0.20745471,0.4504749,0
