timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
35510038,0.0,-0.0,-0.014346708,0.0,0.99997425,0.0,-0.0,-0.0071732923,0.0,0.0,-0.0,0,0,0,0,0
35561781,0.0,-0.0,-0.011835363,0.0,0.9999825,0.0,-0.0,-0.005917647,0.0,0.0,-0.0,0,0,0,0,0
35614164,0.0,-0.0,-0.010046174,0.0,0.99998736,0.0,-0.0,-0.005023066,0.0,0.0,-0.0,0,0,0,0,0
35661675,0.0,-0.0,-0.008097045,0.0,0.99999183,0.0,-0.0,-0.0040485114,0.0,0.0,-0.0,0,0,0,0,0
35709652,0.0,-0.0,-0.007718383,0.0,0.99999255,0.0,-0.0,-0.003859182,0.0,0.0,-0.0,0,0,0,0,0
35758351,0.0,-0.0,-0.0059781293,0.0,0.9999955,0.0,-0.0,-0.0029890602,0.0,0.0,-0.0,0,0,0,0,0
35814305,0.0,-0.0,-0.0063905697,0.0,0.9999949,0.0,-0.0,-0.0031952795,0.0,0.0,-0.0,0,0,0,0,0
35861927,0.0,-0.0,-0.0057447623,0.0,0.9999959,0.0,-0.0,-0.0028723772,0.0,0.0,-0.0,0,0,0,0,0
35910170,0.0,-0.0,-0.006171087,0.0,0.99999523,0.0,-0.0,-0.0030855385,0.0,0.0,-0.0,0,0,0,0,0
35961701,0.0,-0.0,-0.006049559,0.0,0.9999954,0.0,-0.0,-0.0030247748,0.0,0.0,-0.0,0,0,0,0,0
36010194,0.0,-0.0,-0.007393036,0.0,0.99999315,0.0,-0.0,-0.0036965096,0.0,0.0,-0.0,0,0,0,0,0
36061681,0.0,-0.0,-0.0087250825,0.0,0.99999046,0.0,-0.0,-0.0043625273,0.0,0.0,-0.0,0,0,0,0,0
36110184,0.0,-0.0,-0.009067774,0.0,0.99998975,0.0,-0.0,-0.0045338715,0.0,0.0,-0.0,0,0,0,0,0
36161657,0.0,-0.0,-0.00998285,0.0,0.99998754,0.0,-0.0,-0.0049914042,0.0,0.0,-0.0,0,0,0,0,0
36211183,0.0,-0.0,-0.010733529,0.0,0.9999856,0.0,-0.0,-0.005366739,0.0,0.0,-0.0,0,0,0,0,0
36262196,0.0,-0.0,-0.010853075,0.0,0.9999853,0.0,-0.0,-0.005426511,0.0,0.0,-0.0,0,0,0,0,0
36313959,0.0,-0.0,-0.009796344,0.0,0.999988,0.0,-0.0,-0.0048981523,0.0,0.0,-0.0,0,0,0,0,0
36362235,0.0,-0.0,-0.008653375,0.0,0.99999064,0.0,-0.0,-0.004326674,0.0,0.0,-0.0,0,0,0,0,0
36409649,0.0,-0.0,-0.0076694326,0.0,0.99999267,0.0,-0.0,-0.003834707,0.0,0.0,-0.0,0,0,0,0,0
36458336,0.0,-0.0,-0.0071554594,0.0,0.9999936,0.0,-0.0,-0.003577722,0.0,0.0,-0.0,0,0,0,0,0
