timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
37454221,37453285,1310988,-0.0012651894,-0.0080791,0.0018539898,0.34906584,4.7888017e-07,4.788369e-07,8.957887e-07,1310988,0.0,0.0,0.0377494,0.4,0.00039902926,0.00039902926,0.00019107376,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
37551065,37549980,1310988,-0.0010757345,-0.007845853,0.0019171829,0.34906584,4.645674e-07,4.6452627e-07,8.751193e-07,1310988,0.0,0.0,0.040323183,0.4,0.00039901116,0.00039901116,0.00018481725,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
37658846,37657956,1310988,-0.000964893,-0.007750608,0.0016422204,0.34906584,4.497926e-07,4.4975351e-07,8.6171224e-07,1310988,0.0,0.0,0.038883045,0.4,0.00040047592,0.00040047592,0.00017957775,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
37762995,37761931,1310988,-0.0007960825,-0.0074910917,0.0020383107,0.34906584,4.2929128e-07,4.2925382e-07,8.3763274e-07,1310988,0.0,0.0,0.040610638,0.4,0.00039888063,0.00039888063,0.00017179399,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
37854657,37853679,1310988,-0.000489334,-0.007234749,0.002186381,0.34906584,4.0761893e-07,4.0758326e-07,8.145541e-07,1310988,0.0,0.0,0.04536263,0.4,0.00039760052,0.00039760052,0.00016393869,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38146415,38145851,1310988,0.00011564288,-0.007277372,0.0021268993,0.34906584,3.6849917e-07,3.684672e-07,7.7004694e-07,1310988,0.0,0.0,0.04427675,0.4,0.00039996815,0.00039996815,0.00014882482,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38155067,38154074,1310988,0.0003516021,-0.0073809,0.002053332,0.34906584,3.4677316e-07,3.4674244e-07,7.6468257e-07,1310988,0.0,0.0,0.04093365,0.4,0.00039929693,0.00039929693,0.00014175907,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38354433,38353453,1310988,0.00046475366,-0.0072919047,0.0018212844,0.34906584,3.0835594e-07,3.0833007e-07,7.3122703e-07,1310988,0.0,0.0,0.03817944,0.4,0.00040080553,0.00040080553,0.00012707035,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38454307,38453444,1310988,0.00057358405,-0.0073900525,0.0018839776,0.34906584,2.9016002e-07,2.901376e-07,7.153825e-07,1310988,0.0,0.0,0.036609244,0.4,0.00040085043,0.00040085043,0.00011970702,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38554493,38553502,1310988,0.0007305801,-0.007492377,0.0020106072,0.34906584,2.7171333e-07,2.7169375e-07,6.928202e-07,1310988,0.0,0.0,0.03140092,0.4,0.00039914894,0.00039914894,0.0001120846,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38754758,38753809,1310988,0.0009920662,-0.0074990042,0.0024061382,0.34906584,2.4097943e-07,2.4096525e-07,6.618269e-07,1310988,0.0,0.0,0.029228346,0.4,0.00039901765,0.00039901765,9.866256e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38850984,38849933,1310988,0.001082104,-0.0076996298,0.0025589345,0.34906584,2.275189e-07,2.2750764e-07,6.433326e-07,1310988,0.0,0.0,0.026097888,0.4,0.0003992108,0.0003992108,9.249087e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
38954851,38953978,1310988,0.0011401853,-0.007822595,0.0026310321,0.34906584,2.1589256e-07,2.1588336e-07,6.308108e-07,1310988,0.0,0.0,0.021997962,0.4,0.00040066944,0.00040066944,8.704927e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
39254172,39253313,1310988,0.0012188473,-0.0076612923,0.0030724832,0.34906584,1.8375687e-07,1.8375134e-07,5.840072e-07,1310988,0.0,0.0,0.017690035,0.4,0.00040067206,0.00040067206,7.1322116e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
39351202,39350201,1310988,0.0013071988,-0.007627913,0.0029072508,0.34906584,1.739176e-07,1.739134e-07,5.645739e-07,1310988,0.0,0.0,0.01523996,0.4,0.00039920167,0.00039920167,6.64956e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
39459007,39458025,1310988,0.0013598243,-0.007681801,0.0030891462,0.34906584,1.6608294e-07,1.6607976e-07,5.5314433e-07,1310988,0.0,0.0,0.017721044,0.4,0.00040071397,0.00040071397,6.2477004e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
39563040,39562000,1310988,0.0014627798,-0.0077299415,0.00334362,0.34906584,1.5715622e-07,1.5715392e-07,5.3344127e-07,1310988,0.0,0.0,0.020572182,0.4,0.00039837073,0.00039837073,5.8162157e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
39662659,39661774,1310988,0.0014342366,-0.007706873,0.0034456744,0.34906584,1.4869732e-07,1.4869637e-07,5.1749294e-07,1310988,0.0,0.0,0.022357209,0.4,0.0003959916,0.0003959916,5.4166852e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
39755383,39754365,1310988,0.0013630586,-0.007678786,0.0034618732,0.34906584,1.4242856e-07,1.4242895e-07,5.044648e-07,1310988,0.0,0.0,0.02068423,0.4,0.00039795277,0.00039795277,5.1031515e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
39862688,39861819,1310988,0.0013871423,-0.007780422,0.0037053633,0.34906584,1.3652009e-07,1.3652138e-07,4.9442986e-07,1310988,0.0,0.0,0.022073725,0.4,0.00039971966,0.00039971966,4.808427e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40058796,40057923,1310988,0.0011047863,-0.0076397983,0.0039900695,0.34906584,1.2343324e-07,1.2343698e-07,4.6433743e-07,1310988,0.0,0.0,0.023158953,0.4,0.00039669432,0.00039669432,4.2090473e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40155412,40154350,1310988,0.0009588671,-0.007566177,0.0043289308,0.34906584,1.1856405e-07,1.1856971e-07,4.5265276e-07,1310988,0.0,0.0,0.022109061,0.4,0.00039875373,0.00039875373,3.978346e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40458856,40457868,1310988,0.0006681424,-0.0072025238,0.0043249973,0.34906584,1.0417494e-07,1.04183194e-07,4.1733063e-07,1310988,0.0,0.0,0.023990022,0.4,0.0004007286,0.0004007286,3.3419565e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40634266,40633592,1310988,0.00050937076,-0.0071809012,0.004517736,0.34906584,1.0042466e-07,1.0043328e-07,4.0286506e-07,1310988,0.0,0.0,0.025022594,0.4,0.00040384903,0.00040384903,3.1710406e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40655343,40654348,1310988,0.00052554597,-0.007162311,0.0044383025,0.34906584,9.6080115e-08,9.60893e-08,4.0032768e-07,1310988,0.0,0.0,0.026432924,0.4,0.00040380264,0.00040380264,2.9984985e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40754753,40753870,1310988,0.0003985345,-0.007062245,0.004726098,0.34906584,9.222593e-08,9.223654e-08,3.9169484e-07,1310988,0.0,0.0,0.027642237,0.4,0.00040496772,0.00040496772,2.8417884e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40854716,40853704,1310988,0.00027200702,-0.0069614653,0.004616707,0.34906584,8.7817334e-08,8.7829754e-08,3.780528e-07,1310988,0.0,0.0,0.030693246,0.4,0.00040307798,0.00040307798,2.675627e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
40959047,40958071,1310988,0.00015931283,-0.006914955,0.0046277884,0.34906584,8.4276174e-08,8.4290825e-08,3.6991023e-07,1310988,0.0,0.0,0.029266205,0.4,0.0004042412,0.0004042412,2.5408119e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
41066965,41065971,1310988,0.00011024993,-0.0068311985,0.005003644,0.34906584,7.988277e-08,7.98997e-08,3.556148e-07,1310988,0.0,0.0,0.03041062,0.4,0.00040074697,0.00040074697,2.3873103e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
41466923,41465928,1310988,-0.000464264,-0.0068434435,0.004968624,0.34906584,6.62826e-08,6.6306775e-08,3.1534915e-07,1310988,0.0,0.0,0.033365354,0.4,0.00039874364,0.00039874364,1.9348967e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
41562932,41561891,1310988,-0.0005958234,-0.0068750903,0.004911031,0.34906584,6.407204e-08,6.409866e-08,3.1135806e-07,1310988,0.0,0.0,0.035142448,0.4,0.00040328814,0.00040328814,1.862575e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
41766859,41765984,1310988,-0.00075312733,-0.006862116,0.0052061863,0.34906584,5.8440104e-08,5.8469894e-08,2.9631747e-07,1310988,0.0,0.0,0.038069792,0.4,0.00040266593,0.00040266593,1.690453e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
41866899,41865958,1310988,-0.000839973,-0.0069135493,0.0052676396,0.34906584,5.5798214e-08,5.582894e-08,2.8737412e-07,1310988,0.0,0.0,0.039894793,0.4,0.00040235373,0.00040235373,1.612012e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
42066657,42065680,1310988,-0.0010882574,-0.0070045367,0.005325559,0.34906584,5.089633e-08,5.092833e-08,2.7215856e-07,1310988,0.0,0.0,0.041398395,0.4,0.00040195772,0.00040195772,1.4704793e-05,197388,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,1,0
